seq;timestamp;data
134;1747216904.278849;-46860.269531 -15952.344727 -33080.343750 -23827.667969 -24776.505859 -20910.878906 -25086.294922 -24314.382812 -21767.933594 -21811.490234 -19638.623047 -14151.251953 -12057.129883 1463.042847 10957.537109 -5549.108887 165.567535 -2563.921143 1879.975586 -3959.832031 -5229.979980 -5306.260742 -6430.756348 -7752.195801 -12903.642578 -14675.006836 -18094.220703 -20067.324219 -30283.511719 -16843.558594
135;1747216904.474937;-837.894531 -1077.878296 826.705750 305.588837 310.109039 -932.502747 -537.150269 -346.292542 303.664276 -119.222527 140.934204 97.779442 39.360767 102.257294 48.199280 231.908020 -1454.829468 791.387390 -637.596191 437.841125 -288.735962 -717.775818 553.926880 -755.396606 -420.988037 -77.063141 -53.873432 -108.027527 -84.722237 -15.874602
136;1747216904.653224;0.000001 0.000000 -0.000000 0.000000 0.000000 -0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000001 0.000000 0.000000 -0.000000 0.000000 -0.000000 -0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 0.000000 -0.000000
137;1747216904.834033;-0.000000 0.000000 -0.000000 0.000000 -0.000000 -0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 -0.000000 -0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 0.000000 -0.000000
138;1747216905.025630;0.638724 -0.731458 1.201473 -0.397310 0.633440 0.198390 -0.284999 0.226380 -0.176614 -0.126233 0.021389 -0.051208 -0.046066 -0.002477 -0.011062 -0.467529 -3.547809 -0.599917 -0.684770 -0.544892 0.312926 0.329232 -0.083088 -0.070860 0.067828 -0.104341 -0.059324 0.035006 -0.046630 0.032238
139;1747216905.214418;-0.000000 0.000000 -0.000000 0.000000 -0.000000 -0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 0.000000 -0.000000
140;1747216905.400102;-0.000000 0.000000 -0.000000 0.000000 0.000000 -0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000001 -0.000000 0.000000 -0.000000 0.000000 -0.000000 -0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 0.000000 -0.000000
141;1747216905.584239;449.929016 -277.413910 -255.567322 27.411510 311.162140 -16.142143 -122.547531 181.291519 -54.233486 -74.521378 14.071380 -18.385798 -9.758140 -8.620654 7.587995 11.817052 69.574226 286.329315 -451.587189 -103.585709 185.990601 -52.809097 -9.095703 -85.976013 -37.899052 -35.883530 -38.165436 22.557087 -10.221475 8.715003
142;1747216905.767043;-13138.281250 1090.633301 -8538.339844 -5169.187500 -8652.449219 -6589.240234 -3649.966309 -4606.119629 -6328.488770 -5421.262207 -6164.484375 -4573.646484 -3892.941650 -2527.972168 2760.829834 -6669.621094 5623.948242 -5351.425293 2277.395264 728.680176 -1191.401245 293.444489 -755.562805 -1279.725342 -2449.104492 -2026.270020 -2520.890381 -4505.867188 -5204.832031 -4731.581055
143;1747216905.952523;6114.248535 -22864.115234 -47347.941406 -34754.355469 -32744.085938 -34472.667969 -29922.873047 -28774.669922 -25765.722656 -18567.593750 -13363.103516 -4318.708496 2114.627441 8520.041016 9934.487305 6401.065918 3055.546387 134248.171875 8649.770508 -8940.226562 -10105.059570 -11971.658203 -18836.652344 -23168.601562 -19942.675781 -24951.982422 -22836.871094 -18196.517578 -11134.605469 -7315.741699
144;1747216906.129020;-6916.989258 -5789.747559 8659.590820 -7774.666504 -2565.214355 -6288.541992 -6693.497559 -3609.902344 -1990.825684 -1332.642334 -571.460266 -173.279831 347.053223 352.917725 534.104858 13109.001953 1603.148193 5418.505859 -494.168579 -3752.180908 -317.122009 -3332.373535 -1737.382935 -2862.220459 -3450.709229 -2107.225342 -1862.524658 -1651.410522 -1014.235657 -680.272583
145;1747216906.314108;-0.000000 0.000000 -0.000000 0.000000 0.000000 -0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 0.000000 -0.000000
146;1747216906.495978;-0.000001 0.000000 -0.000000 0.000000 0.000000 -0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 0.000000 -0.000000
147;1747216906.685103;-17183.994141 -12399.339844 -14634.726562 -15845.127930 -13281.977539 -14670.112305 -14067.309570 -12832.603516 -12778.294922 -9863.433594 -7784.177734 -4575.874023 -821.209045 3728.371826 4244.416992 11729.243164 -6494.030273 -188.592926 -2397.056152 -1883.662842 -2268.928711 -3451.335693 -5799.725098 -3754.598145 -8676.237305 -9654.137695 -9798.739258 -9026.066406 -5541.160156 -4141.633301
148;1747216906.873906;-0.000000 0.000001 0.000000 0.000000 0.000000 -0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 0.000000 -0.000000
149;1747216907.060601;-10357.532227 -7858.753906 -6816.893555 -9101.808594 -5956.854980 -7216.499512 -8545.596680 -7641.850098 -7714.181641 -4816.126465 -5487.002930 -2232.230469 -961.436218 536.356873 1477.956909 6811.345215 -3557.122070 -352.510010 -377.609528 -1212.945801 -2055.031006 -1595.251953 -2702.973145 -2104.722412 -4027.512695 -3379.647949 -4598.092285 -4187.949707 -2634.466309 -1702.246582
150;1747216907.260348;-0.000000 0.000000 -0.000000 0.000000 0.000000 -0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 0.000000 -0.000000
151;1747216907.441536;-33568.246094 -30794.369141 -35744.960938 -28675.658203 -28394.128906 -26241.332031 -25463.244141 -26210.677734 -20522.000000 -14924.448242 -7809.254395 -2801.150146 1356.679810 2907.552490 5067.924805 5825.729004 -3100.394043 438.114258 -5878.404785 -6746.485840 -6410.020996 -14186.380859 -12231.783203 -18796.371094 -15583.151367 -18063.402344 -15306.787109 -11283.615234 -6925.844727 -4140.949707
152;1747216907.617027;-11179.408203 -6430.945312 -6429.541992 -3236.506592 -4048.049072 -4309.264648 -3818.167480 -2872.201904 -1575.982788 -1406.390869 -389.006104 -426.999084 169.098190 458.171295 706.738586 812.564087 -2063.812012 1564.992432 -1420.593628 -1529.602905 -1098.036621 -2522.352539 -1689.975952 -2797.503906 -2028.157471 -1992.035156 -1292.430908 -1254.705688 -689.538879 -491.977417
153;1747216907.802623;-40617.062500 -9784.529297 -26859.232422 -20296.199219 -23290.025391 -22181.417969 -18188.486328 -18989.878906 -18942.167969 -13917.730469 -13076.853516 -8870.556641 -1820.156860 6616.901855 6996.530762 7372.030273 5874.519043 -5210.778809 2236.346680 -748.147217 -3097.132812 -4343.482422 -5209.475098 -7119.592773 -12180.193359 -14363.292969 -15184.019531 -15522.709961 -14262.490234 -7920.202148
154;1747216907.987126;0.201112 -0.693458 0.650386 -0.374284 0.629878 0.061442 -0.491247 0.421046 -0.296619 -0.189558 0.047924 -0.087557 -0.072817 -0.001863 -0.020168 1.185913 -0.220060 1.363250 -0.973759 -0.182081 0.450294 0.232726 -0.053291 -0.079083 0.113419 -0.163408 -0.091797 0.058363 -0.063774 0.054069
155;1747216908.174705;0.000000 0.000000 -0.000000 0.000000 0.000000 -0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 0.000000 -0.000000
156;1747216908.355468;0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 -0.000000 -0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 0.000000 -0.000000
157;1747216908.535879;-20564.416016 -20671.498047 -21290.845703 -16235.425781 -17238.453125 -16298.147461 -16422.582031 -11603.511719 -8899.883789 -6903.620605 -2223.258057 -408.978943 804.697327 1201.706177 1426.082520 -8151.622070 -4206.848633 2518.660156 -2504.632812 -865.717163 -6107.264648 -8126.245117 -7408.485840 -11020.012695 -7525.207520 -7824.111816 -5912.263672 -4490.184082 -3010.840088 -1689.305786
158;1747216908.721201;-38948.691406 -32818.582031 -40988.441406 -31412.572266 -37384.933594 -34584.691406 -34274.804688 -26958.724609 -19178.171875 -7480.172363 -3863.680176 162.110077 2386.683350 3556.584229 4821.668945 4343.704590 -4754.083984 -3401.967041 -6538.901367 -7521.507324 -19604.781250 -17968.501953 -25118.033203 -22890.267578 -23524.017578 -17189.792969 -14263.794922 -9987.287109 -6536.468262 -3321.500244
159;1747216908.904362;-45117.824219 -13771.168945 -26060.957031 -25403.757812 -19997.777344 -16418.728516 -15226.847656 -14733.298828 -13785.019531 -10287.407227 -3818.083496 -1373.005737 1050.651733 1523.088501 1995.846191 -14675.811523 11733.269531 -9451.336914 1517.203369 -4040.761230 -8504.173828 -7598.339355 -9926.773438 -12136.555664 -10021.774414 -9536.735352 -8195.938477 -6090.337402 -4395.786621 -2219.608154
160;1747216909.091228;-2220.349365 -2789.780273 -1135.558105 -2029.880737 -1333.109863 -348.092316 -1096.124023 -1278.151733 -268.541962 -276.962341 77.475182 -100.919373 39.261463 -39.381287 104.513336 982.272766 -95.269524 307.927948 -385.751038 -272.727600 -524.807373 -896.934631 -1316.841553 -1462.100586 -634.115051 -474.849121 -499.497253 -182.402847 -359.850677 -110.977028
161;1747216909.276556;-35856.011719 -24021.750000 -41398.933594 -27866.355469 -40370.613281 -36355.222656 -27586.283203 -40279.875000 -34142.214844 -31020.576172 -19994.587891 -16232.977539 280.742554 3681.706787 14826.003906 -6569.735352 10179.660156 -15056.694336 10876.346680 8111.012695 -14302.040039 -2556.171631 -9942.931641 -13163.448242 -17476.925781 -20869.902344 -26262.240234 -25224.414062 -23645.566406 -14284.519531
162;1747216909.463181;-66175.515625 -11694.649414 -31666.626953 -19190.724609 -24318.638672 -23096.085938 -22288.167969 -26209.099609 -17793.585938 -19918.605469 -11798.810547 -6264.097656 -32.006607 4922.954102 7447.440430 4223.998047 3230.672607 -235.951447 3428.723145 -2771.721924 -3246.456299 -5851.790039 -12240.849609 -9583.620117 -13334.560547 -16348.979492 -13566.481445 -14508.003906 -10748.042969 -4561.843262
163;1747216909.649568;1.263600 -2.098450 2.625105 -0.604397 1.031333 0.256479 -0.426672 0.307430 -0.259630 -0.146187 0.007055 -0.068365 -0.056162 -0.010201 -0.016490 -0.399725 -1.757466 -0.830308 -0.843464 -0.666597 0.329985 0.282809 -0.121878 -0.014774 0.089894 -0.138635 -0.074723 0.044912 -0.054523 0.039768
164;1747216909.837118;-64.979362 -83.778755 -133.347687 52.577717 -95.236870 -69.162743 -57.447838 46.095753 8.737567 -10.564687 16.433849 25.329779 -17.221214 -1.331745 10.911529 21.136683 44.580704 -28.909563 -29.443792 -84.352646 -15.030665 -46.934395 -67.326935 -65.462189 -25.814404 5.487705 8.072895 -11.392610 -17.165262 -4.627592
165;1747216910.027201;-1348.791626 -245.183182 377.099457 708.176331 -214.490356 -129.494614 -293.323151 -77.712143 22.156202 28.089823 -122.618752 -40.426525 -56.950043 -16.713339 8.675782 411.975128 170.403976 70.539543 -1723.211304 67.152611 -98.350189 29.114145 -43.711578 -59.993294 -260.023590 -37.937164 -50.467857 -17.217028 -35.862576 -28.434750
166;1747216910.215204;-2380.069336 -52315.656250 -23494.621094 -28995.033203 -25211.425781 -25793.701172 -28112.033203 -21992.697266 -14489.189453 -9275.337891 -4238.430664 -786.966125 1347.365845 3855.563965 3859.619629 -29523.199219 -4026.364014 -4893.940918 -6734.326172 -5159.744629 -13728.261719 -8179.557129 -15176.907227 -17714.328125 -12423.139648 -14888.408203 -11600.739258 -9195.469727 -6250.669922 -3010.972900
167;1747216910.392059;-4553.364746 -4710.451172 -3164.027344 -4532.550293 -2437.964355 -1725.860718 -3719.628418 -2800.574707 -1625.902100 -1068.524170 101.176201 99.655411 137.546936 -46.957481 216.788300 2478.463379 1097.090088 9248.376953 -4568.295898 -5730.421387 -936.705627 -3201.331055 -2206.983887 -3630.689941 -1934.709961 -1355.379395 -947.567139 -489.959381 -262.222321 -149.261368
168;1747216910.580109;-14794.106445 -6995.273926 -18659.419922 -10877.739258 -11065.679688 -10435.739258 -10333.069336 -9473.563477 -9416.870117 -6377.793945 -6121.966309 -2485.765381 -484.521210 2580.177490 3595.618408 -5596.093262 -627.122681 -3131.597900 -89.737228 -1488.935669 -3075.661621 -2636.318359 -3437.121582 -4562.614258 -5289.920410 -7010.895020 -7699.591309 -7046.529785 -4978.578125 -3013.921143
169;1747216910.759356;-34601.589844 -16057.038086 -21749.527344 -21608.533203 -22635.052734 -20414.865234 -18560.638672 -17091.273438 -14991.429688 -15338.183594 -11019.115234 -6225.701660 -392.245728 2685.588867 6069.276855 4133.675781 -4737.860840 2085.016602 -2353.428955 -4045.782715 -1669.346802 -5454.981934 -6157.993164 -8258.077148 -8699.762695 -12978.629883 -13405.976562 -11842.647461 -8484.208008 -4924.974121
170;1747216910.964947;1567.793457 -28407.593750 -33620.324219 -37487.421875 -43641.265625 -38367.566406 -35965.703125 -35269.718750 -31634.085938 -22800.921875 -12215.304688 -2270.863770 2695.324951 11531.535156 9449.689453 10659.829102 6011.740723 34795.859375 -870.479309 -3951.615234 -3581.453125 -13666.846680 -20263.832031 -18430.357422 -38999.996094 -30009.824219 -27718.406250 -21558.082031 -16221.342773 -7593.229004
171;1747216911.151199;-701.307556 -1166.660522 -705.848389 -1960.878052 -243.825714 -145.153214 -307.791412 -205.992432 34.367214 -223.302185 -201.024689 -17.013353 119.951958 1.340899 5.196375 73.394814 871.781067 1048.422241 2535.197510 471.275757 9.457891 -991.649841 -408.583923 -379.816254 -388.009216 -178.131699 49.936523 -107.191612 -54.224800 2.330901
172;1747216911.331322;-2436.213135 -2938.273926 -3079.878906 -3669.417969 -2396.738281 -1175.434692 -1289.765625 -1465.270630 265.764038 -534.415649 -145.555847 -141.695526 118.712852 -158.744629 89.096001 1124.644897 160.927780 3617.838135 -1918.414185 1547.027710 -382.605530 -2081.667725 -1295.469360 -2056.203857 -1500.767578 -694.954590 -484.967041 -394.735321 -132.150848 -25.538790
173;1747216911.510787;2506.530762 -20153.318359 -40186.546875 -27671.437500 -27294.843750 -23671.558594 -29188.794922 -25652.146484 -25205.433594 -20618.382812 -13325.041992 -2854.738037 1497.518433 4030.343750 7798.141602 3456.397461 -2710.118164 -11554.525391 -3789.501953 -8145.658203 -4430.151367 -12579.276367 -7671.180176 -11569.205078 -16214.037109 -17756.962891 -20085.625000 -16197.827148 -12893.945312 -5074.073730
174;1747216911.695141;-9429.872070 -61832.718750 -25964.910156 -28220.054688 -26418.630859 -38527.125000 -27454.558594 -24016.417969 -23013.531250 -13032.096680 -8078.384766 -949.429749 2186.076904 3405.653809 5037.682129 -24746.236328 -9916.327148 233.138870 -3879.062500 -423.041443 -4828.700195 -13389.647461 -9816.851562 -15913.477539 -13108.582031 -15045.272461 -16136.439453 -10724.989258 -6856.348633 -4303.454590
175;1747216911.871894;-1370.188232 -2299.974365 -1270.825684 -2039.285034 4617.188477 -384.018494 -699.714050 24.632193 -192.623840 -272.443787 -112.935104 147.315536 -61.665764 -26.706766 35.332737 -56.626816 399.485413 272.652557 55.642593 -270.612762 -746.820312 -600.379578 -601.890869 -738.959595 -707.760742 -439.677765 -36.657490 -204.554047 -37.449398 -56.270874
176;1747216912.056363;0.000002 0.000000 -0.000000 0.000000 0.000000 -0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000002 -0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 0.000000 -0.000000
177;1747216912.237195;-0.000000 0.000000 -0.000000 0.000000 0.000000 -0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 0.000002 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 0.000000 -0.000000
178;1747216912.421046;-8985.210938 -3488.918457 -5534.187500 -5534.164062 -4267.662598 -3408.720703 -5582.445312 -3240.744385 -2260.236084 -1292.492798 -702.677002 -356.156860 -32.402889 440.719666 526.330505 3057.029053 3291.188232 1231.267334 -608.405090 -1132.795166 -1141.511719 -723.031433 -2363.227051 -2575.870850 -1569.632080 -2646.744141 -1803.406250 -1447.282227 -940.456055 -523.978577
179;1747216912.602894;-11560.071289 -30787.757812 -17776.355469 -25306.009766 -24073.433594 -29558.568359 -29173.658203 -26483.355469 -24079.191406 -17356.183594 -14048.789062 -7164.459473 1464.373169 4950.479980 7835.373047 534.930054 -22662.091797 -190.547348 -10977.469727 -5870.994629 -7371.327148 -12342.535156 -9164.591797 -15008.916016 -13990.618164 -19381.427734 -20296.566406 -15690.854492 -10242.248047 -6548.290527
180;1747216912.788628;-36899.617188 -20219.873047 -28515.556641 -21418.435547 -24230.570312 -27933.142578 -22705.076172 -25280.443359 -20184.357422 -17832.365234 -9573.560547 -3397.312988 1270.985352 4521.875488 5667.941895 6334.351074 -2034.028931 3942.744629 -2267.531738 -910.375549 -4094.472900 -10287.113281 -7884.537109 -11433.996094 -18677.509766 -16883.908203 -15754.992188 -12704.737305 -7086.944824 -4530.696777
181;1747216912.974495;-2409.993408 -2848.776123 13121.390625 -7387.914551 -4185.338867 -2479.478027 -2267.404297 -1186.658325 -69.001053 582.289124 597.024658 -46.107407 365.671021 371.127319 175.072906 -3151.988770 -5249.111816 -8257.201172 -3463.857910 -1686.998047 -1182.215088 -2158.446045 -1216.398560 -1671.463867 -1788.344238 -1150.811279 -781.718262 -605.957214 -517.640076 -130.570038
182;1747216913.165190;-12179.314453 -9212.597656 -20960.812500 -30580.759766 -24314.623047 -27366.041016 -28607.232422 -27035.039062 -20809.156250 -18158.421875 -9686.000000 -4397.368164 2009.067871 4111.621094 7993.806641 2608.993652 -53709.316406 -1046.958130 -12625.106445 -8196.158203 -6046.047363 -9716.672852 -10451.467773 -17402.251953 -18475.693359 -18623.744141 -20531.681641 -16189.535156 -12516.477539 -5968.498047
183;1747216913.350898;0.231140 -0.918733 1.791014 -0.476013 0.479120 0.208625 -0.227887 0.358115 -0.239389 -0.170622 0.021376 -0.061694 -0.054931 -0.008925 -0.013151 0.574750 0.027444 2.121596 -0.990817 -1.017525 1.323978 0.327262 -0.023011 -0.010037 0.053766 -0.133240 -0.066439 0.043229 -0.055345 0.038580
184;1747216913.532144;-1870.805420 -2377.820801 -1206.779175 -3251.106689 -3.701813 -389.913940 -3.996482 -441.972076 -10.976266 -306.496796 90.466393 8.595680 -85.334961 -88.031288 20.924767 30.267717 1194.917603 1622.070068 -1060.596680 1012.605103 26.327776 -1362.999023 -732.419373 -513.979370 -629.461060 -35.215313 -238.187561 -21.172972 -49.673893 -3.709221
185;1747216913.712985;3585.750244 -18703.869141 -30967.019531 -28394.384766 -32482.697266 -29192.615234 -29392.685547 -22765.810547 -20739.177734 -26169.187500 -11369.697266 -3465.020996 307.582123 3820.849365 7090.278320 7500.160156 961.620117 -5524.605957 600.766968 -6548.107422 -15382.936523 -10920.765625 -12012.208008 -18345.595703 -19058.113281 -21320.669922 -17763.830078 -15594.007812 -10740.653320 -5496.692871
186;1747216913.898068;-3843.228760 -39523.511719 -21786.748047 -21003.875000 -19884.400391 -23864.703125 -20053.759766 -14973.845703 -17312.828125 -5878.652344 -4690.214355 -270.513763 1386.046509 2742.010498 3194.884033 -26442.322266 -11757.298828 -3402.142334 -7220.221680 130.339218 -5289.671387 -7457.635254 -9341.080078 -11455.571289 -13729.438477 -11222.252930 -10717.364258 -7513.829590 -4827.266602 -2610.217773
187;1747216914.087241;-12429.880859 -16692.185547 -10779.445312 -15042.928711 -10271.337891 -9764.374023 -12119.000000 -9385.447266 -9418.541992 -7533.413086 -4645.659180 -2606.739746 -127.324181 455.964294 1941.188477 3755.656250 -5578.078125 -1594.728394 -1972.020386 -1123.932983 -2322.764160 -3446.523438 -4125.286133 -8637.199219 -6998.625977 -7512.194336 -6203.345703 -5786.497559 -3567.160889 -1777.067627
188;1747216914.269620;-4792.720215 -3710.304199 -4108.541992 -12555.181641 -4595.233398 -1620.529907 -553.760620 -373.916046 -82.384544 -42.700123 123.656960 -117.817024 136.744980 13.369843 88.331299 -636.365417 -1638.363281 -3587.680176 9.544821 -3251.948486 -5664.339844 1364.209717 -1333.063599 -682.780945 -665.781555 -991.475464 -338.206177 -148.580719 -155.479782 -0.758107
189;1747216914.451483;25613.343750 -16106.240234 1546.859985 -12124.225586 -8163.993652 -11253.809570 -10245.331055 -9335.590820 -6321.741699 -8509.760742 -1884.267944 -1147.058838 444.991333 713.618225 1613.634399 18398.492188 2463.733398 4675.572266 -3372.377930 -4994.385254 -2946.442627 -3040.380127 -3890.547119 -5955.798828 -6552.553223 -7790.721680 -5247.683105 -3808.066162 -1890.561279 -1035.084106
190;1747216914.654008;-37650.371094 -38304.937500 -31231.076172 -29164.142578 -31387.755859 -36057.894531 -34220.929688 -28709.388672 -27975.554688 -11395.281250 -12104.490234 -2277.376221 1945.981812 6305.488770 6721.636719 1650.646240 -4552.597656 -2858.968750 -5072.354492 -4226.019043 -9018.753906 -7955.227539 -16135.630859 -18739.433594 -22316.814453 -19470.095703 -18593.097656 -15396.533203 -11005.751953 -4989.366211
191;1747216914.840686;0.000001 0.000000 -0.000000 0.000000 -0.000000 -0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000001 -0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 0.000000 -0.000000
192;1747216915.021148;-5058.641602 -17610.978516 -10181.228516 -14461.977539 -15200.017578 -12269.506836 -12772.435547 -11613.157227 -9491.280273 -7091.219238 -4384.196289 -1409.870117 14.052652 1888.307495 2085.872559 2035.054321 -6656.794434 -1658.511475 2008.602417 -1252.995972 -2996.414062 -4174.462402 -5952.493164 -9459.824219 -4920.055664 -7844.547852 -6968.940430 -5691.856934 -3987.176758 -2006.110352
193;1747216915.200242;-20697.414062 -5943.885254 -10352.022461 -8028.545410 -8863.828125 -9450.798828 -6650.718750 -7511.602539 -5986.855469 -3267.978271 -1813.911621 -297.176880 58.637543 791.944153 1169.542847 855.743713 -7101.256836 5645.765625 -629.458130 -1486.402222 -1309.072998 -3500.801514 -3570.708008 -5017.612305 -5643.818848 -4980.991699 -3637.277832 -2722.730957 -1973.520752 -1026.645874
194;1747216915.384120;-41735.117188 -16859.105469 -24856.517578 -21930.507812 -22899.695312 -24952.412109 -20334.703125 -16048.367188 -13540.034180 -11508.738281 -5104.802734 -3445.000488 1804.688232 2721.824463 3646.297119 24198.289062 -3334.526367 9580.966797 -5469.859863 -1283.481934 -5648.601562 -8283.001953 -7612.681152 -8045.375488 -8841.071289 -13009.386719 -9992.361328 -7381.450684 -4902.178711 -3030.791992
195;1747216915.568583;-12261.925781 1575.365601 -16014.202148 -9353.045898 -13285.281250 -7651.987793 -4829.858398 -6591.971191 -4860.975586 -3730.103271 -1642.267822 -405.948242 123.738670 1293.832397 846.616211 -8910.430664 22828.189453 -6255.241699 5073.783203 -504.579742 -6396.305664 -2019.778931 -5741.211914 -4974.706543 -7119.226074 -4951.187500 -3622.607422 -2363.704834 -1584.457520 -915.249084
196;1747216915.761378;17506.625000 -14917.534180 -701.036926 -16427.894531 -10931.054688 -13660.434570 -12190.789062 -9787.595703 -8180.175781 -2723.323486 -1763.351074 851.156921 1295.375366 1672.198975 1776.316528 -22241.345703 -4098.244629 -6592.764648 -6218.800293 -828.233704 13.085040 -6215.436523 -6278.606445 -12265.459961 -8060.567383 -6140.095215 -5849.971680 -4284.891602 -2865.195068 -1719.498901
197;1747216915.941582;-79118.710938 -22462.732422 -48750.640625 -32125.607422 -30419.982422 -30884.000000 -28764.369141 -22842.619141 -22689.664062 -13818.159180 -8048.608398 -1981.766235 2318.866455 3999.921387 5578.899902 1949.388550 3782.736572 3594.363037 2426.756836 -5550.353516 -10162.002930 -14025.524414 -13133.282227 -12483.566406 -12913.077148 -16083.345703 -15806.314453 -11161.274414 -6861.075195 -3908.612305
198;1747216916.132039;-8648.904297 -1984.575317 -13451.435547 -10156.420898 -13710.478516 -8647.323242 -4210.671387 -5630.716797 -3713.316895 -2413.022949 -1580.439941 -676.515442 62.907131 833.370544 622.440369 -7459.715820 24436.121094 -4497.513672 1102.821533 -1008.688477 -4122.011230 -1552.233398 -4661.279785 -6897.458496 -6277.510742 -3983.412354 -2980.595947 -2249.971680 -2002.883301 -689.372375
199;1747216916.315528;4181.960938 -30340.496094 -21711.523438 -25034.917969 -22132.775391 -22484.548828 -25170.619141 -20883.138672 -22265.564453 -15416.291016 -8466.461914 -5496.798340 944.294678 5041.443359 7125.868652 -5761.112793 -13308.548828 7528.658203 -7669.325684 -8105.620605 -6640.252441 -5348.773438 -9143.313477 -10840.078125 -12881.668945 -18983.054688 -16160.957031 -12915.938477 -9319.389648 -4820.170410
200;1747216916.503541;9006.556641 -20571.269531 -94735.664062 -26170.751953 -34372.824219 -33744.718750 -24228.238281 -26125.046875 -27969.203125 -17613.654297 -8667.863281 -2743.871338 1577.951538 3914.977051 6206.878906 4173.832520 4871.620605 33731.972656 636.286987 -4111.549805 -11727.748047 -11635.033203 -14610.227539 -16131.176758 -23468.228516 -20813.392578 -19378.486328 -14065.619141 -9046.128906 -5376.054199
201;1747216916.683074;-39139.390625 -24337.376953 -33656.765625 -27078.267578 -27202.851562 -26296.744141 -25291.957031 -22633.824219 -19304.591797 -13622.893555 -8546.879883 -4105.577148 1083.977051 2964.904541 6387.519043 4060.607422 2303.924561 -2145.901611 -1090.501465 -2383.630859 -4671.415527 -6985.251465 -10183.187500 -13371.051758 -16485.792969 -16909.123047 -14945.451172 -12668.792969 -10124.581055 -4523.058105
202;1747216916.866214;-18434.896484 -7825.418457 -15388.301758 -10446.042969 -9092.290039 -8528.415039 -8832.768555 -5864.084961 -4910.126465 -3605.996826 -3211.438721 -812.365051 234.823776 1029.237915 1810.999878 -4171.508301 -1341.002686 951.611694 44.051853 -3414.981445 -1570.679932 -1357.626221 -4605.377441 -3069.614502 -3928.158691 -5061.693848 -4274.369141 -3328.290283 -2092.662842 -1101.624512
203;1747216917.050052;-10076.833984 -495.034119 -14904.322266 -9961.917969 -14213.272461 -7763.440918 -3507.888916 -5555.602539 -3976.178467 -738.356079 -709.756104 -208.107864 138.929703 650.728394 604.189758 -8054.944336 23626.390625 -3796.840820 4572.381348 -5924.570312 -5855.773438 -4689.674316 -5217.720703 -5710.561035 -5677.941406 -4606.833496 -3113.040039 -2361.703857 -1559.588257 -693.008789
