seq;timestamp;data
67;1747216891.899421;-19020.648438 -22738.447266 -20538.556641 -29628.558594 -25485.132812 -20938.173828 -25507.957031 -24923.105469 -23722.337891 -24614.746094 -23799.687500 -15948.558594 -10197.775391 8624.907227 11542.715820 -11698.156250 1668.232422 -356.421204 942.893127 -3987.156982 -1049.760986 -5293.397949 -2486.339355 -5549.981934 -10591.676758 -15515.537109 -24724.218750 -24293.785156 -27435.361328 -15703.683594
68;1747216892.079765;4013.010254 -21721.703125 -12294.599609 -37521.882812 -47107.156250 -33116.765625 -29488.347656 -38379.941406 -39127.664062 -23093.505859 -24208.710938 -13596.302734 -3889.998291 8669.029297 18117.832031 12397.224609 4442.687500 -84992.031250 1524.762817 -1376.818848 -9327.527344 -5080.087402 -13116.742188 -10342.409180 -18726.515625 -26553.322266 -23353.162109 -25216.060547 -19487.025391 -25156.998047
69;1747216892.274185;-31834.820312 1332.518066 -17782.023438 -10123.355469 -12721.199219 -11019.850586 -7146.401367 -9998.196289 -8538.995117 -8684.526367 -10186.669922 -9696.709961 -8286.972656 -7783.860840 6389.641602 4539.840820 5584.331543 -5344.919434 3500.897705 359.762573 -3132.689697 -2056.586426 -1079.838379 -1938.267578 -3749.156494 -3472.090820 -5484.274414 -8160.711426 -10361.340820 -23774.000000
70;1747216892.461262;-20037.066406 -11266.894531 -17278.771484 -17880.859375 -18808.685547 -20397.300781 -16826.878906 -16439.250000 -17641.914062 -17642.835938 -17217.066406 -17375.302734 -16345.881836 -14805.496094 -4809.355957 -5059.925781 1716.015503 -2574.307617 304.440857 278.935791 -1587.593872 -2619.370605 -407.886414 -3856.078857 -4301.377441 -8438.439453 -8253.986328 -14616.798828 -17667.570312 -40466.746094
71;1747216892.642565;-17471.156250 -12828.388672 -21964.609375 -15749.601562 -16074.967773 -16543.080078 -15619.214844 -18042.169922 -16846.351562 -16166.958008 -17511.332031 -13318.069336 -11987.476562 -12189.512695 2305.955811 -4230.948730 -2417.834229 -5345.370117 245.167191 -977.844604 -4088.445557 -2200.899658 -2204.287354 -2806.643311 -2898.210205 -6232.885742 -10001.597656 -14261.806641 -16835.068359 -22758.203125
72;1747216892.824052;-24877.908203 -11732.939453 -21589.277344 -14670.613281 -15553.921875 -14474.390625 -13647.278320 -15939.828125 -14062.830078 -15023.825195 -14384.378906 -13378.978516 -9971.351562 -4893.719727 12325.710938 -8567.164062 -3845.416992 -4153.134766 -853.033752 -1298.314819 -1030.359131 -3331.512695 -2251.127686 -2487.554932 -4157.235352 -7317.773438 -8611.250977 -12916.358398 -22561.363281 -21015.896484
73;1747216893.006968;265.835144 -13402.791016 -5539.432617 -11058.278320 -9339.359375 -10985.659180 -9869.176758 -9918.303711 -10919.319336 -8764.850586 -8698.465820 -8155.557617 -6376.280273 -5705.176758 4169.774902 -3698.252197 -7901.309082 -3727.657227 -2676.729004 -575.873535 -1504.669800 -2192.176514 -2260.614014 -4705.514648 -3162.251221 -5583.947266 -7136.120117 -10764.006836 -13175.314453 -11084.474609
74;1747216893.187703;-522.202759 -6939.944824 -9078.537109 -7817.784668 -5123.918457 -4904.931152 -5379.201660 -5690.868652 -5686.390137 -5045.111328 -6427.476074 -5250.845703 -3188.542725 -1217.855469 4355.594727 -12511.098633 -3654.119629 -5091.758301 -899.404602 -129.572037 -1318.778442 -1628.181274 -1825.615967 -1501.958374 -2731.533203 -2900.534668 -4612.819336 -5386.612793 -8232.060547 -7017.939453
75;1747216893.367203;-8019.622559 -6354.173340 -8079.695312 -7487.873535 -10329.857422 -9175.926758 -10267.979492 -10366.302734 -8588.194336 -10808.820312 -8932.481445 -7477.988770 -6178.827148 -5456.117188 2740.157227 10520.545898 -6967.745117 -856.877075 -1303.752686 -1185.301758 -1983.014282 -1334.277100 -1897.608398 -2740.708252 -2457.557861 -6250.357910 -6585.945801 -8823.692383 -11467.230469 -9938.586914
76;1747216893.545921;-2525.630615 2671.993896 -7521.326172 -2619.607178 -3541.245361 -4425.423828 -3176.287354 -4654.680664 -3282.989014 -3379.082764 -3752.844971 -3415.181396 -1568.264893 -240.777832 2437.715088 -3991.363281 -3364.150391 -1329.935913 -86.762039 -841.677002 776.548767 -763.364990 -985.721313 -834.865173 -935.833618 -2009.191162 -2820.534424 -3678.990479 -3790.112305 -4136.414551
77;1747216893.738252;29282.142578 -31436.865234 -23065.195312 -43437.937500 -47303.828125 -51257.296875 -54218.593750 -56379.886719 -47279.613281 -48770.484375 -41844.761719 -23874.044922 -11381.138672 10044.833984 17677.234375 38718.363281 23776.078125 17471.687500 17647.160156 -1129.735962 -3202.908203 -8372.049805 -23360.580078 -2482.209473 -19874.531250 -34688.570312 -44027.105469 -41219.402344 -28139.562500 -23303.916016
78;1747216893.922686;-18517.513672 -357914.500000 -26621.496094 -152190.093750 -188363.093750 -322934.468750 45262.035156 -231293.671875 -55215.449219 46007.519531 9282.561523 10637.799805 15148.459961 17231.222656 21971.578125 35483.957031 37285.781250 81872.546875 -71366.007812 27928.011719 -31654.822266 -263694.187500 -376613.406250 -108926.601562 -90470.070312 -72783.882812 -61894.226562 -36258.082031 -22842.236328 -12889.232422
79;1747216894.111557;-28546.099609 71934.453125 -42160.679688 -47196.789062 -39203.109375 -36893.562500 -57007.343750 -52749.566406 -50300.320312 -35545.550781 -46610.136719 -11575.340820 -5087.084961 6342.160156 20020.466797 2503.622559 22211.150391 8230.356445 -12065.218750 -8744.790039 -10923.528320 -9776.646484 -1555.111938 -27315.267578 -33760.835938 -21141.162109 -45724.992188 -37549.726562 -23297.156250 -20295.589844
80;1747216894.304809;11609.962891 -12348.379883 -4324.643555 -10846.349609 -10937.288086 -9560.949219 -10072.069336 -9186.743164 -9162.354492 -11006.393555 -8479.007812 -8950.696289 -7146.130371 -2961.087402 6866.005859 9154.373047 836.123901 -2102.647705 -2574.275146 -4286.896484 -1436.370605 -483.441162 -1633.967896 -2736.448730 -1652.493774 -5944.485840 -6430.630859 -8400.154297 -10844.387695 -14507.810547
81;1747216894.491962;-128673.890625 -31909.005859 150045.234375 382604.281250 -2261.012451 -37352.183594 -164220.375000 -126346.296875 29399.142578 -14278.833008 24766.832031 23082.990234 20837.093750 22891.392578 21951.707031 -201256.437500 84901.828125 130705.742188 64117.718750 363821.312500 -290329.343750 -391170.031250 -199978.906250 -277383.750000 -145907.281250 -93238.257812 -51641.546875 -35363.777344 -24709.603516 -11373.884766
82;1747216894.671869;21830.210938 -24362.205078 -93600.656250 -155040.125000 -177042.234375 -96224.218750 -76680.210938 -70116.351562 -30815.230469 -39928.839844 -964.961365 10834.698242 10160.157227 28665.656250 22658.181641 -65397.660156 36740.210938 115905.476562 27284.535156 -66662.007812 -19747.607422 -140525.812500 -164161.296875 -124295.226562 -106353.609375 -73337.523438 -52581.437500 -37872.527344 -28698.048828 -9297.004883
83;1747216894.852089;95987.171875 -17218.806641 -126803.578125 -66968.000000 -79633.867188 -78134.843750 -77861.726562 -111214.007812 -82859.460938 -55574.726562 -11470.275391 -4259.189453 1294.633179 10442.060547 22687.714844 -19263.974609 22406.482422 -28426.023438 36731.113281 -13456.098633 -45865.921875 -11224.033203 -34002.250000 -74148.250000 -57912.441406 -66631.835938 -56408.378906 -42108.722656 -29032.716797 -17712.654297
84;1747216895.042037;-15255.851562 -79539.781250 -60031.496094 -59288.195312 -41236.007812 -40562.093750 -36897.675781 -42602.109375 -45943.636719 -25686.554688 -33108.765625 -22511.703125 -8820.585938 17280.773438 18090.675781 10833.506836 -19579.029297 12999.596680 -4762.209961 8753.297852 -5134.852539 -14556.566406 -11607.950195 -23256.523438 -20218.164062 -24944.568359 -31491.964844 -31450.429688 -38879.621094 -18679.880859
85;1747216895.226697;-7207.382812 -9159.983398 -14906.145508 -9855.243164 -9257.697266 -10894.139648 -9635.638672 -10598.652344 -9862.541016 -9563.149414 -8616.933594 -8877.842773 -5710.751465 67.828598 5920.785645 -10107.187500 -4045.679688 -4048.637451 15.206235 -886.764465 -1843.450684 -1653.091187 -1659.987793 -2020.184692 -3116.232422 -5378.960938 -6298.823730 -8573.087891 -9641.305664 -10804.617188
86;1747216895.405507;12634.762695 -18063.265625 -14418.117188 -26042.736328 -22772.837891 -27219.681641 -20841.972656 -22401.892578 -26570.318359 -18641.035156 -20553.330078 -16399.535156 -9731.185547 11468.834961 16537.222656 1487.482422 4114.857910 -32514.212891 2025.842407 5051.119629 -4762.351562 -4860.393066 -5938.411621 -12527.196289 -12812.396484 -14783.249023 -18703.318359 -18960.642578 -26078.435547 -19495.726562
87;1747216895.596765;-24620.902344 -25164.816406 -23575.066406 -29142.667969 -30843.142578 -29986.773438 -31967.017578 -26745.798828 -28697.697266 -25293.486328 -26061.392578 -24126.181641 -9159.881836 1153.712158 17019.308594 1417.247437 -3897.696533 -613.330200 795.327576 394.817749 -8067.188477 -2041.479492 -4947.677246 -8755.855469 -15829.909180 -15990.984375 -19687.406250 -26814.691406 -27779.984375 -28432.101562
88;1747216895.776455;-7324.346191 -17399.556641 -10037.452148 -14981.656250 -14861.083008 -15551.266602 -15679.619141 -16710.906250 -15673.032227 -17229.289062 -15419.706055 -13616.112305 -11606.966797 -4207.046387 2881.510986 1228.091187 -12829.032227 1746.176514 -2314.022949 -1525.622925 -124.676804 -2295.461670 -3429.398682 -2943.807373 -5814.605957 -6709.277344 -8824.072266 -12910.350586 -16602.304688 -27769.658203
89;1747216895.962194;-22920.740234 3914.600830 -13153.366211 -6438.295410 -9803.123047 -8384.339844 -5656.139160 -7011.115234 -6707.873047 -7375.035645 -7248.258789 -6380.082031 -4521.919434 -1113.084106 2539.809326 -18313.427734 9855.501953 -7177.300781 2783.873047 -122.332298 -2563.278809 -325.155487 -1835.445801 -1541.406738 -2245.114014 -3752.942139 -3726.339844 -6385.907227 -9224.681641 -8138.586426
90;1747216896.149059;7217.511719 -54692.363281 -3111.823486 -72234.000000 -87236.132812 -60661.667969 -82537.062500 -79399.328125 -72552.570312 -47823.390625 -23484.343750 -11421.208984 7978.785156 12677.397461 20942.689453 6972.504883 12728.174805 50074.089844 -2259.489258 -39974.644531 -10214.416992 -26517.617188 -27075.281250 -18055.892578 -75477.765625 -74340.414062 -59473.195312 -42671.144531 -27242.212891 -16833.900391
91;1747216896.334415;-25812.677734 -132597.609375 -38716.539062 -42822.773438 -71433.367188 -70940.796875 -139751.390625 -61165.562500 -18926.019531 -51171.039062 -31678.710938 -4282.666504 9050.041992 14811.426758 23215.675781 15990.911133 103702.593750 16866.234375 -44141.406250 12801.690430 3723.961914 -81405.890625 -50859.121094 -133037.671875 -87580.765625 -61061.445312 -49207.203125 -41480.964844 -22443.744141 -12661.058594
92;1747216896.514010;-26759.855469 -41252.636719 -36280.644531 -104604.390625 -60478.308594 -66525.109375 -89888.242188 -58494.019531 -49989.339844 -37497.683594 -30707.681641 -10746.875000 -1790.444214 14396.488281 19246.587891 15195.562500 48251.226562 3465.654053 -30177.068359 549.768921 -87895.343750 15223.281250 -10471.265625 -45459.488281 -45327.777344 -45045.757812 -48716.195312 -38652.351562 -31925.083984 -15649.645508
93;1747216896.691290;-31766.771484 26159.445312 -64921.089844 -34042.488281 -114873.648438 -70402.968750 34468.949219 -145863.296875 29372.330078 -11343.890625 3983.687500 15004.438477 13256.500000 20751.005859 18439.605469 20871.570312 -22103.005859 15456.153320 -170353.375000 -46338.437500 -72729.265625 -155615.515625 -57751.257812 -196184.859375 -147339.406250 -64482.796875 -56043.925781 -34523.144531 -17592.279297 -8770.412109
94;1747216896.873035;37165.589844 -44579.367188 3691.557373 -86316.476562 -130089.335938 -87095.953125 -94677.929688 -96531.257812 -66369.078125 -55047.968750 -8463.918945 16617.347656 19321.681641 19067.019531 19786.189453 1529.834106 31837.232422 90773.125000 69941.484375 -29318.089844 -24250.191406 -53091.699219 -71940.062500 -51331.816406 -92368.625000 -73846.500000 -61698.371094 -41592.734375 -24851.138672 -14536.958008
95;1747216897.053853;-24619.242188 -40875.425781 -26367.187500 -53270.972656 -51902.218750 -80479.898438 -62847.207031 -57358.066406 -59480.343750 -51284.156250 -37815.660156 -19272.779297 -9352.802734 16704.556641 26294.869141 12916.327148 24694.365234 6405.235352 -277.433899 -12346.474609 -3803.560791 -13290.439453 -23824.673828 -26885.335938 -31404.550781 -45146.742188 -38857.785156 -38451.921875 -25861.101562 -13997.819336
96;1747216897.234135;-25643.011719 1749.428955 -36019.351562 -54032.882812 -82377.273438 -536394.312500 -160266.390625 -97810.476562 -57205.750000 -38305.621094 -17306.398438 6487.213867 20324.605469 25343.878906 22520.199219 16371.483398 58944.968750 28904.724609 -47516.277344 -21240.283203 -115668.953125 -14199.915039 -79286.265625 -183167.062500 -128257.843750 -71662.101562 -51434.667969 -40451.121094 -29128.974609 -12714.120117
97;1747216897.417390;9422.406250 -31591.505859 -29569.164062 -52191.125000 -60195.289062 -44436.726562 -66649.101562 -51323.554688 -64554.265625 -55445.828125 -30968.664062 -32462.019531 885.195862 2946.627197 18328.011719 14598.649414 14996.047852 16827.185547 -7746.151367 -19095.953125 -14714.294922 -11359.977539 -15179.304688 -20236.281250 -28060.226562 -37036.535156 -46749.449219 -43907.433594 -30743.478516 -27890.658203
98;1747216897.604021;-17754.996094 -40689.828125 -31568.246094 -75046.656250 -72510.531250 -57531.781250 -73631.148438 -78384.828125 -45010.664062 -79703.046875 -15752.479492 -25801.910156 -1390.905518 13115.571289 20067.279297 15792.723633 25208.595703 2807.742188 -12031.583008 1992.470947 14204.830078 7706.291992 -21854.171875 -45646.355469 -77084.843750 -55144.765625 -62280.726562 -39915.492188 -29458.228516 -11900.058594
99;1747216897.782031;-1066.270508 -28794.562500 -24598.115234 -45303.089844 -44481.660156 -34510.234375 -53711.179688 -49187.554688 -40009.507812 -47646.683594 -35653.074219 -25874.900391 -7409.442871 12265.746094 28285.884766 12400.230469 7702.048340 14427.595703 827.679077 -15758.293945 -9148.083984 -5637.351074 -4537.742188 -15400.975586 -26998.982422 -37930.441406 -41650.425781 -45279.355469 -26413.044922 -25235.962891
100;1747216897.969130;-33908.324219 59562.636719 -35270.503906 -8477.916016 -182410.421875 -545509.375000 11360.360352 20065.005859 -29545.136719 111097.367188 1479.912231 17806.771484 23384.265625 23373.404297 19238.859375 37514.019531 -94827.554688 59305.136719 -113292.671875 -57295.222656 106265.632812 -173278.281250 -203873.406250 -133490.890625 -154483.984375 -89790.179688 -42038.246094 -35135.203125 -20655.935547 -10746.952148
101;1747216898.157010;-27340.667969 19514.535156 -35728.968750 -78158.523438 -66862.929688 -84592.265625 -87732.625000 -46433.457031 -81439.476562 -39194.355469 -46934.015625 -17856.753906 9106.047852 11417.502930 19613.111328 3653.007324 50384.156250 4592.860840 -30183.195312 4720.527344 -9258.971680 -31013.705078 -8957.180664 -51474.335938 -42678.878906 -65421.289062 -47750.195312 -40598.296875 -33412.867188 -16390.703125
102;1747216898.341296;-3147.611816 -28024.185547 -32952.937500 -46945.066406 -35097.363281 -35774.914062 -42982.234375 -33667.070312 -34832.007812 -39145.527344 -33000.917969 -18211.917969 -7838.880859 -808.646118 16582.068359 14900.669922 3273.845215 9945.893555 -7002.715820 -12295.641602 -6589.395508 984.783936 -6654.925781 -11971.190430 -16586.195312 -24660.292969 -28673.513672 -33233.222656 -36171.925781 -18616.927734
103;1747216898.522121;-33703.136719 1613.161743 -51720.867188 181828.843750 -121765.585938 -250057.187500 -138105.375000 -78327.421875 -28982.558594 -37553.140625 4385.241211 11845.655273 14441.916016 14990.935547 18752.908203 27219.726562 -95742.726562 42931.687500 -187301.078125 -39066.121094 -260133.359375 -157403.234375 -95552.484375 -65170.425781 -56056.062500 -74461.414062 -49273.566406 -31070.414062 -21820.644531 -10501.142578
104;1747216898.702003;-17295.308594 -48655.332031 -39975.351562 -42612.253906 -40798.300781 -43797.468750 -43540.460938 -35740.339844 -29772.029297 -23058.562500 -21144.707031 -3638.230225 5206.373535 9866.611328 13714.107422 14233.927734 -11657.349609 4087.492676 -8453.832031 -11646.518555 -16451.371094 -16539.716797 -35014.863281 -27759.638672 -36887.648438 -33491.816406 -30037.169922 -25156.283203 -11571.586914 -7993.397461
105;1747216898.887910;-2754.110840 -20039.228516 -24094.875000 -25776.595703 -26424.587891 -21045.345703 -27121.187500 -22538.943359 -23437.279297 -18473.261719 -12118.522461 -5069.740234 1555.195190 4493.772461 8560.943359 26018.128906 -1344.843872 1107.037720 -411.260620 -8312.376953 -6022.081055 -13121.295898 -12337.364258 -17355.705078 -15119.529297 -19612.158203 -19803.421875 -16083.629883 -10681.574219 -5824.740723
106;1747216899.072507;-19504.054688 -23589.009766 -18574.429688 -17767.150391 -20289.140625 -26615.619141 -18755.486328 -14141.824219 -13040.512695 -7203.452637 -3391.235352 -1278.955444 255.082489 2020.556641 2145.640625 6278.291016 -5392.700684 343.900970 -5284.951660 -6858.675781 -2872.829102 -6596.371094 -6258.970215 -13899.673828 -8403.207031 -10139.692383 -8271.139648 -6221.973145 -4666.089355 -1771.939087
107;1747216899.246853;-909.561951 -3846.293701 -4975.662598 -4159.873047 -3536.661133 -5906.818359 -3372.668701 -3153.370605 -1675.380981 -532.226929 -257.575745 226.316132 91.224464 82.469490 245.845413 -5043.488770 643.540100 -4642.185059 -1029.194336 -1823.863281 -1549.538696 -1454.879395 -1508.999756 -1405.122192 -1352.680664 -1076.780640 -1166.087402 -653.048279 -504.200439 -164.215408
108;1747216899.442343;-78.784050 -19983.423828 -7013.991699 -14106.199219 -11279.974609 -8625.375000 -10901.803711 -9721.115234 -6650.873535 -7265.561035 -2615.130127 -1280.229004 -104.397316 455.857361 1102.826782 -16117.386719 -83.028275 -1400.136963 -5065.662598 -2743.870605 -86.990021 -3627.587891 -3594.777100 -6670.040039 -6518.251465 -6160.481934 -5129.224609 -3832.279297 -2573.567627 -1269.724854
109;1747216899.639039;-18714.728516 -20678.400391 -20838.744141 -27233.519531 -25141.486328 -33537.074219 -31031.546875 -28348.267578 -22153.375000 -13718.068359 -9103.708984 -1790.242432 1402.463623 5445.454590 6104.842285 3624.390137 -25148.289062 1136.174927 -8103.695312 -3895.985840 -5304.184570 -12840.135742 -13097.501953 -15021.435547 -23976.988281 -18985.412109 -16478.462891 -11927.419922 -6854.396973 -4101.597656
110;1747216899.843492;-1135.263916 -773.481018 -1344.370972 -950.935913 -385.129272 -1084.319458 -1192.766357 -463.338959 -289.668640 -186.700668 263.568939 -143.661697 41.005161 -66.690613 40.559971 -557.160339 -1388.201660 -5627.281250 -2163.200439 -574.390991 -903.621033 -2493.265869 -570.208130 -776.787903 -297.794006 -240.491730 -136.398788 -74.361206 -95.808472 -59.147621
111;1747216900.029283;-0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 0.000000 -0.000000
112;1747216900.209554;-0.000000 0.000000 -0.000000 0.000000 -0.000000 -0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 -0.000000 -0.000000 -0.000000 0.000000 -0.000000 -0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 0.000000 -0.000000
113;1747216900.401303;-47343.164062 -1137.139038 -28516.802734 -14985.266602 -16647.283203 -12476.742188 -9592.070312 -11490.168945 -7126.494141 -4689.368164 -2701.840088 -942.667664 168.841431 580.159424 1270.159302 -7920.645020 13720.467773 -7500.530762 4959.814941 -1692.661621 -7043.640625 -4057.193115 -8362.648438 -7261.856445 -10837.770508 -6833.383301 -5968.225586 -4387.088379 -3489.016846 -1652.556885
114;1747216900.587406;28903.433594 -21528.001953 -31614.914062 -25832.880859 -32770.066406 -24642.458984 -25177.802734 -21659.847656 -20190.761719 -15019.465820 -8180.918945 -765.511719 2897.215820 5388.630371 5560.429688 17324.675781 2818.319580 -5126.416504 1222.499023 -11293.564453 -7058.386719 -7467.492676 -14302.439453 -12794.409180 -15520.412109 -18524.892578 -16169.325195 -11862.903320 -8197.524414 -4514.070801
115;1747216900.769932;-0.000000 0.000001 0.000000 0.000000 0.000000 -0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 -0.000000 0.000000 -0.000000 0.000000 -0.000000 -0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 0.000000 -0.000000
116;1747216900.956809;-22992.490234 -26254.759766 -19748.378906 -21912.099609 -18253.537109 -22507.939453 -22115.224609 -16919.908203 -13659.411133 -10812.962891 -5585.629883 -867.856262 893.740295 1527.668213 2516.970703 12446.635742 -8188.189941 1665.674194 -666.661438 -1424.887939 -12183.491211 -9358.645508 -10112.699219 -11466.180664 -12690.080078 -12079.869141 -9588.389648 -7112.016602 -4163.118164 -2509.388916
117;1747216901.137857;-13990.241211 -26690.458984 -17704.896484 -22596.996094 -24760.173828 -24114.138672 -30367.585938 -22175.890625 -19740.226562 -16997.998047 -7468.325684 -1547.980225 2158.513916 4065.657471 6320.333984 -144.662674 -17789.117188 907.335510 -9410.209961 -6783.034668 -4389.077637 -9115.068359 -10303.056641 -14783.754883 -15383.310547 -15708.105469 -15528.146484 -11950.193359 -10271.405273 -3999.595215
118;1747216901.337687;-18810.816406 -19512.566406 -22924.386719 -25579.773438 -26058.416016 -27114.839844 -28670.482422 -25045.289062 -19975.105469 -15727.387695 -7891.615234 -1629.527100 3177.211182 5286.349609 5192.393555 5587.157227 -30100.595703 2461.816650 -6914.908691 -6447.818848 -4924.797363 -15773.665039 -11359.398438 -19646.423828 -15896.315430 -17815.341797 -15008.056641 -11310.917969 -7533.546387 -4345.652832
119;1747216901.519109;-18645.609375 -26000.048828 -22054.503906 -22693.886719 -24006.996094 -22886.835938 -23946.841797 -23734.595703 -16934.160156 -14836.195312 -7137.870117 -2139.605957 1689.278442 5449.359375 6761.814453 -5666.765625 1540.168945 -922.582764 -1568.507324 -3151.192139 -4731.191406 -7752.880371 -9148.852539 -15467.154297 -15343.073242 -18799.986328 -15087.431641 -11533.883789 -7256.623047 -3886.872803
120;1747216901.708610;-2843.099365 -4025.483887 -2348.414551 -9908.705078 1718.430176 -1923.980225 -1802.791138 -1080.064575 -478.447357 106.780136 42.229877 -84.480621 -70.569992 -6.687546 42.614643 1053.386963 1692.127075 2835.615234 4479.227051 -899.751587 -960.841675 -3140.989258 -1735.977661 -439.327393 -1332.453369 -663.496338 -472.656433 -280.271515 -248.272705 -20.355640
121;1747216901.891543;-0.000000 0.000000 -0.000000 0.000000 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 0.000000 -0.000000
122;1747216902.077580;-14426.798828 -21953.044922 -16780.089844 -19589.125000 -17933.451172 -18286.201172 -20404.960938 -19433.927734 -17084.417969 -12313.446289 -8910.291992 -5035.820312 303.047119 4665.186523 6670.089355 -1864.271118 306.448547 -2748.176270 -3887.299805 -2619.338379 -2866.903320 -7109.451172 -7408.782715 -9670.186523 -11611.681641 -14836.396484 -15412.134766 -12708.206055 -8652.574219 -5264.996582
123;1747216902.254706;-10471.877930 -23730.865234 -8794.895508 -4362.458984 -8845.917969 -6448.139648 -6156.320312 -3909.907471 -4341.913086 -1145.704590 -1692.689575 -320.296906 78.642860 553.179565 389.434601 4347.162598 -8261.125000 2017.973999 -3628.741699 -3696.681641 -2473.429199 -931.049316 -3384.724854 -5367.516602 -3072.730225 -3397.124023 -2208.262207 -1743.178101 -939.411377 -452.219330
124;1747216902.446853;-1850.713257 -3315.945801 -2939.100586 -2593.583984 606.425903 -2287.798828 -1127.271118 -2227.024414 -1999.702148 -982.360107 -826.714966 228.324799 195.031998 370.403351 402.023346 531.136230 1212.831787 2410.335205 -1127.835571 2242.478271 -333.168823 -1420.502563 -1005.841370 -1941.302124 -1443.209473 -1623.680542 -948.952209 -646.540222 -334.693878 -64.471115
125;1747216902.623548;86.209785 75.752510 -214.145401 -145.199081 -178.647736 71.461998 128.976547 6.236211 53.902233 41.963501 42.993515 -0.778296 7.706892 -21.723513 14.780487 -88.886604 -165.562347 -130.608414 -116.920776 325.801514 75.615227 -124.463997 138.835739 36.585644 -57.212761 15.748451 -31.123999 -21.188679 -0.061186 4.249615
126;1747216902.804957;279.735168 110.370804 8.156888 -349.865082 -305.415009 -136.180176 -72.907166 71.710030 64.751045 -4.747821 -28.703018 21.714197 -1.322624 -7.808960 3.547750 154.983582 478.876099 345.469849 223.572586 26.415329 -89.234093 -89.101448 -32.374603 3.535951 51.398075 -6.020835 -8.384069 -17.100645 10.121326 9.142790
127;1747216902.982925;-1071.262817 -728.144043 -1779.390991 -766.705078 -637.943115 -1068.045654 -486.871735 -181.447403 -14.481615 157.119949 8.021883 108.017700 -17.592001 -25.672155 20.291548 -287.675446 -166.772842 -401.132172 -14.786548 -644.536743 114.623749 -637.111938 -388.255890 -459.555267 -291.380432 -109.478554 -266.815826 -54.313908 -27.468704 15.276343
128;1747216903.164080;0.136752 -2.050033 1.300912 -0.284106 0.070322 0.284430 -0.294558 0.264828 -0.265432 -0.143555 0.017004 -0.058235 -0.045692 -0.000244 -0.012582 -1.387817 -1.048546 -0.661544 -0.611988 -0.663745 0.535442 0.300957 -0.097591 0.013919 0.054292 -0.102778 -0.055506 0.035091 -0.045868 0.035238
129;1747216903.344098;0.563575 -0.079902 0.048473 -0.392386 0.228929 0.091857 -0.305585 0.219062 -0.200203 -0.129867 0.011513 -0.055671 -0.045672 0.000490 -0.010724 -2.172018 -0.993711 -1.326470 -0.309746 -0.461693 0.787812 0.269999 -0.127480 -0.016561 0.082356 -0.111449 -0.053569 0.037364 -0.047859 0.032306
130;1747216903.535640;-6144.846680 -4570.331543 -1126.047119 -5563.274414 -2423.761475 -2238.303711 -3575.970703 -2527.644043 -178.611908 -434.983887 -599.237000 -303.678467 83.044754 89.553741 122.272354 4107.198242 -544.943298 7370.005371 -4408.644043 -5991.302734 -1410.006592 -3113.186523 -2422.911621 -1689.125000 -2784.126465 -1585.306885 -1010.402039 -620.364197 -374.311523 -116.667740
131;1747216903.716074;-31963.734375 -11402.241211 -14857.012695 -9631.292969 -11627.583984 -10826.304688 -10418.313477 -7847.078613 -6724.154785 -3026.812012 -1721.961914 -500.387024 4.382212 504.001556 916.401672 -151.902710 -6615.859375 4292.295898 -128.651260 -1644.666138 -4092.725342 -3598.168213 -4215.772461 -6714.949219 -4644.392090 -4364.315430 -3680.547363 -2525.352051 -2157.914307 -870.068359
132;1747216903.897050;-75421.164062 -24403.267578 -48068.589844 -36799.417969 -30806.873047 -28676.130859 -23482.236328 -23718.363281 -19596.328125 -11659.488281 -6884.041016 -2124.109619 2357.437744 3764.190674 4874.850586 4491.049316 3829.475586 5466.170898 141.630768 -9732.845703 -11727.329102 -17452.488281 -14594.115234 -12974.953125 -14129.346680 -16492.652344 -13755.471680 -10147.882812 -6045.496094 -3146.973877
133;1747216904.084958;-908.128723 -926.517090 -1482.684814 -1786.302490 -6273.906738 -1120.857300 -236.860153 -159.532257 28.338037 71.229431 124.318283 102.014725 97.455826 47.229290 25.840637 440.334015 1032.695068 1793.836304 -33.953144 1132.408569 -77.500168 -705.123718 -294.406647 -249.079514 -383.352173 -36.026333 -79.262955 -71.455566 -177.321213 -19.310116
