seq;timestamp;data
1626;1745751929.117695;0.498038 0.436915 0.361752 0.189344 0.180291 0.076396 0.093796 0.065500 0.055503 0.031648 0.025605 0.020107 0.017586 0.017161 0.016028 0.267494 -0.057207 0.209856 -0.208830 -0.146247 -0.249194 -0.150747 -0.127501 -0.101416 -0.072708 -0.049923 -0.037286 -0.025027 -0.014065 -0.007948
1627;1745751929.301740;0.463853 0.197471 0.481055 0.247957 0.178710 0.094571 0.084161 0.071126 0.041418 0.032473 0.024239 0.020570 0.017649 0.017048 0.016764 -0.006637 -0.055955 -0.405599 -0.247748 -0.293669 -0.218429 -0.152495 -0.127761 -0.097769 -0.064828 -0.050750 -0.035935 -0.023506 -0.014979 -0.007957
1628;1745751929.486062;0.328145 0.513182 -1.019447 0.291964 0.224871 0.073182 0.114324 0.057815 0.037280 0.030392 0.023685 0.020324 0.017179 0.016743 0.016438 -0.000766 -0.268367 -3.495978 -0.140983 -0.232904 -0.190349 -0.177508 -0.131652 -0.093597 -0.067845 -0.048070 -0.034881 -0.022761 -0.014591 -0.008487
1629;1745751929.665776;1.533971 0.200438 0.240305 0.344106 0.204516 0.248651 0.062535 0.064803 0.027887 0.028676 0.024361 0.022492 0.017747 0.017168 0.015830 1.792267 -0.135093 -0.728808 -0.155111 -0.195201 -0.217168 -0.157729 -0.156506 -0.103761 -0.064326 -0.048838 -0.036630 -0.023584 -0.015667 -0.008352
1630;1745751929.869018;-0.744033 0.416035 0.537542 0.251810 0.128326 0.080425 0.092239 0.064708 0.043323 0.032523 0.022829 0.022108 0.016896 0.016773 0.016146 0.315768 -0.106692 -0.214781 -0.075378 -0.213895 -0.213408 -0.192040 -0.127548 -0.097581 -0.076094 -0.047057 -0.034820 -0.023248 -0.014949 -0.007547
1631;1745751930.050203;0.453635 0.353051 0.584457 0.203182 0.332779 0.109187 0.104991 0.046435 0.036403 0.030327 0.024115 0.019524 0.018174 0.017026 0.016008 0.224258 -0.124239 -0.063415 -0.121790 -0.178633 -0.181966 -0.175077 -0.149133 -0.094975 -0.070561 -0.046471 -0.033910 -0.023161 -0.014581 -0.007987
1632;1745751930.231076;0.515268 0.584701 0.268601 0.257779 0.213410 0.148320 0.095979 0.043412 0.043163 0.029054 0.024172 0.020249 0.017994 0.017024 0.016104 0.557899 0.022563 -0.204099 -0.299732 -0.231497 -0.227264 -0.190785 -0.152386 -0.103077 -0.071999 -0.049815 -0.035361 -0.024236 -0.015159 -0.008335
1633;1745751930.411902;0.869103 0.373973 1.259981 0.203990 0.168327 0.122053 0.091112 0.062096 0.038820 0.034739 0.025361 0.020253 0.017701 0.016625 0.016533 0.019137 -0.030330 0.758288 -0.140833 -0.170274 -0.223375 -0.141708 -0.141630 -0.098847 -0.078987 -0.053557 -0.035985 -0.024541 -0.015027 -0.008243
1634;1745751930.602397;0.300404 0.311640 0.198330 0.206695 0.199580 0.121899 0.067108 0.050689 0.049456 0.028585 0.022019 0.020239 0.017182 0.017373 0.016093 0.688288 -0.057865 -0.313936 -0.144174 -0.170616 -0.179466 -0.125388 -0.134918 -0.106777 -0.074601 -0.049605 -0.035812 -0.024723 -0.015575 -0.007738
1635;1745751930.780957;0.646946 0.269335 0.770808 0.167693 0.201688 0.100478 0.077282 0.073371 0.057246 0.028496 0.025534 0.021303 0.017496 0.017295 0.015759 0.143816 -0.106099 0.003569 -0.231381 -0.257922 -0.181729 -0.170167 -0.142659 -0.091628 -0.062586 -0.053703 -0.033488 -0.023428 -0.014901 -0.007335
1636;1745751930.962860;0.500653 0.377969 1.348665 0.269575 0.147090 0.095767 0.106071 0.047958 0.052268 0.031667 0.026117 0.018792 0.018163 0.016329 0.016960 -0.186299 -0.179547 -1.100209 -0.215016 -0.206415 -0.223193 -0.153095 -0.133053 -0.089783 -0.078955 -0.050370 -0.034169 -0.023719 -0.015037 -0.007463
1637;1745751931.147955;0.498715 0.570935 0.457246 0.184365 0.213713 0.127512 0.084359 0.089107 0.029252 0.024330 0.023095 0.020765 0.018207 0.017038 0.016664 0.473553 0.044297 -0.298851 -0.398696 -0.251257 -0.166101 -0.101889 -0.148470 -0.099010 -0.068753 -0.051195 -0.035341 -0.022390 -0.015096 -0.007703
1638;1745751931.332364;0.093373 0.614655 0.396648 0.258710 0.142957 0.091952 0.100767 0.102696 0.044052 0.029890 0.028610 0.021287 0.017566 0.016927 0.015984 0.322861 0.061323 0.265786 -0.131657 -0.260217 -0.230503 -0.153978 -0.136378 -0.092373 -0.066852 -0.047753 -0.034741 -0.023716 -0.015203 -0.007232
1639;1745751931.520438;0.328719 0.217415 0.458175 0.180222 0.198653 0.096058 0.103692 0.044794 0.045824 0.029693 0.023999 0.020368 0.017764 0.017437 0.016427 0.213642 -0.129879 -0.016718 -0.229443 -0.100669 -0.210118 -0.139263 -0.136737 -0.100361 -0.069340 -0.048928 -0.035522 -0.022644 -0.015380 -0.007913
1640;1745751931.713139;0.366379 1.121371 0.264978 0.309841 0.292340 0.135490 0.106293 0.085040 0.054268 0.023183 0.022446 0.018594 0.017863 0.018300 0.016072 0.115310 -0.572538 -0.075226 -0.210256 -0.214721 -0.248630 -0.147931 -0.117085 -0.099992 -0.067485 -0.048185 -0.035053 -0.022512 -0.015178 -0.007842
1641;1745751931.885862;1.536063 0.273883 0.470127 0.229998 0.225336 0.168720 0.092822 0.066713 0.048195 0.024924 0.026086 0.021378 0.017461 0.017491 0.016566 -0.361536 -0.076191 -0.529153 -0.239378 -0.217284 -0.188932 -0.138545 -0.126275 -0.109053 -0.065679 -0.049391 -0.034146 -0.024548 -0.015688 -0.007635
1642;1745751932.071018;-0.359980 0.566054 0.414702 0.331466 0.223657 0.053611 0.072179 0.070055 0.047833 0.026516 0.022349 0.021280 0.018762 0.016680 0.016567 -0.510219 -0.284450 0.074821 -0.148354 -0.077659 -0.259583 -0.122886 -0.120847 -0.093840 -0.076396 -0.048938 -0.035282 -0.024399 -0.015342 -0.008297
1643;1745751932.254739;0.432403 0.334643 1.750076 0.274215 0.207456 0.093129 0.088202 0.063347 0.038046 0.034577 0.024073 0.020728 0.017969 0.016815 0.016549 -0.580274 -0.279498 -0.117299 -0.098335 -0.267003 -0.162062 -0.139358 -0.118394 -0.099979 -0.068586 -0.053561 -0.035327 -0.023697 -0.015146 -0.007993
1644;1745751932.450863;0.317932 0.386990 0.305609 0.227815 0.170898 0.082346 0.071651 0.041637 0.053099 0.027676 0.026609 0.020135 0.018135 0.017172 0.016341 0.211159 -0.098838 -0.010478 -0.171683 -0.161045 -0.167961 -0.138911 -0.126056 -0.090915 -0.071579 -0.048558 -0.035970 -0.023870 -0.014844 -0.007736
1645;1745751932.633432;1.047468 0.191755 0.467777 0.205606 0.135647 0.034485 0.069817 0.047475 0.041221 0.035408 0.024168 0.020233 0.018133 0.016938 0.016110 -0.759538 -0.257168 0.146135 -0.107774 -0.290995 -0.177723 -0.155022 -0.121388 -0.091446 -0.069961 -0.050583 -0.035100 -0.024906 -0.015324 -0.008698
1646;1745751932.828064;0.269455 0.149119 0.460315 0.287822 0.183171 0.211866 0.071817 0.063730 0.046969 0.033770 0.024349 0.019534 0.017886 0.016713 0.016777 0.073028 -0.254796 -0.103410 -0.125417 -0.241396 -0.188661 -0.164428 -0.129088 -0.106638 -0.079635 -0.053496 -0.034948 -0.023938 -0.014738 -0.008231
1647;1745751933.009036;0.711741 0.692896 0.827889 0.137605 0.233337 0.090265 0.138176 0.048879 0.056613 0.034816 0.023464 0.023289 0.018081 0.016744 0.016485 0.274100 -0.646501 -0.347708 -0.419116 -0.289897 -0.150642 -0.218154 -0.131378 -0.097744 -0.067692 -0.051166 -0.036502 -0.023212 -0.015201 -0.007836
1648;1745751933.198509;0.216809 0.387100 0.332057 0.238286 0.177055 0.102915 0.094665 0.063040 0.058339 0.030015 0.021494 0.020707 0.018164 0.016706 0.015989 0.131625 -0.123299 -0.276402 -0.187679 -0.098087 -0.141669 -0.242855 -0.135718 -0.105386 -0.081435 -0.052073 -0.034978 -0.023844 -0.015510 -0.008074
1649;1745751933.411049;-0.717053 0.524306 0.489281 0.398949 0.188808 0.117747 0.062530 0.063868 0.054464 0.025323 0.021953 0.019602 0.018038 0.016754 0.016105 -1.637769 0.035379 -0.140054 -0.154547 -0.374415 -0.215332 -0.196818 -0.160379 -0.103794 -0.069873 -0.049969 -0.034237 -0.024234 -0.014532 -0.007602
1650;1745751933.600870;0.365213 0.326704 0.425125 0.210694 0.239138 0.104406 0.078919 0.093048 0.046443 0.033629 0.021959 0.019748 0.018217 0.016818 0.015959 0.171112 0.056319 -0.115598 -0.432699 -0.335370 -0.175009 -0.151698 -0.134453 -0.089366 -0.069402 -0.050048 -0.035964 -0.024713 -0.015087 -0.008090
1651;1745751933.780590;1.408511 0.173678 1.008319 0.413716 0.290543 0.140620 0.083811 0.067906 0.044030 0.027450 0.025476 0.019467 0.017716 0.016582 0.016319 -0.142596 -0.146145 -0.034236 -0.057783 -0.277136 -0.228289 -0.109989 -0.123754 -0.099578 -0.073161 -0.051160 -0.035771 -0.023728 -0.015021 -0.007505
1652;1745751933.972665;0.112534 0.431265 0.247386 0.403781 0.239588 0.113827 0.095845 0.044005 0.034655 0.032398 0.026395 0.019703 0.017710 0.016714 0.015854 0.225155 -0.020862 -0.233759 -0.103289 -0.184821 -0.225225 -0.166607 -0.132987 -0.093774 -0.068016 -0.050210 -0.036828 -0.025217 -0.015293 -0.007837
1653;1745751934.148656;0.027148 0.480566 0.329898 0.349874 0.269117 0.115253 0.069471 0.065760 0.049849 0.032906 0.025548 0.019520 0.018562 0.016637 0.016045 -1.852094 -0.053751 -0.266303 -0.018618 -0.170710 -0.185462 -0.182225 -0.122973 -0.098003 -0.069274 -0.051458 -0.033973 -0.023521 -0.014875 -0.008127
1654;1745751934.331153;0.369067 0.318874 0.243296 0.445448 0.396001 0.106174 0.106559 0.076567 0.055096 0.036325 0.024519 0.021187 0.017888 0.017589 0.016447 0.210442 -0.248305 -0.358785 0.110288 -0.209144 -0.189417 -0.166541 -0.124716 -0.091428 -0.082164 -0.050202 -0.034435 -0.024409 -0.014968 -0.007254
1655;1745751934.512031;1.013754 0.517023 0.695613 0.338387 0.210545 0.115075 0.105061 0.070055 0.052854 0.030034 0.029215 0.018688 0.017420 0.016663 0.016410 0.903937 0.104156 0.612244 -0.118209 -0.271360 -0.182813 -0.156118 -0.111311 -0.101433 -0.074338 -0.051367 -0.035656 -0.023584 -0.014843 -0.008008
1656;1745751934.697718;0.115483 0.831903 0.211574 0.244975 0.280894 0.125711 0.088491 0.073724 0.049997 0.026367 0.027032 0.020379 0.017862 0.016241 0.016569 0.231873 -0.328052 -0.174569 -0.185065 -0.200314 -0.128254 -0.138589 -0.107879 -0.091226 -0.074220 -0.049723 -0.033670 -0.023697 -0.015001 -0.007291
1657;1745751934.892482;1.501609 0.682068 0.639630 0.218707 0.189124 0.100979 0.106863 0.080282 0.047853 0.029242 0.025440 0.021501 0.017138 0.017668 0.016061 0.168729 -0.056283 -0.159271 -0.061252 -0.273964 -0.169756 -0.195696 -0.132260 -0.098125 -0.069688 -0.050008 -0.035248 -0.023635 -0.015119 -0.007678
1658;1745751935.077930;0.361053 0.359042 0.328003 0.309121 0.237825 0.111080 0.107578 0.061646 0.043969 0.030349 0.026908 0.021223 0.018717 0.016980 0.016526 0.298917 0.020725 -0.179601 -0.015919 -0.184540 -0.170979 -0.146878 -0.118601 -0.094729 -0.068698 -0.050445 -0.033857 -0.024771 -0.015222 -0.007631
1659;1745751935.265870;0.163939 0.327615 0.541924 0.265763 0.211780 0.055063 0.105759 0.056563 0.047072 0.041020 0.024638 0.021149 0.018533 0.017247 0.016657 0.296064 -0.344648 -0.255928 -0.162125 -0.183610 -0.181291 -0.169832 -0.108951 -0.092533 -0.070433 -0.052126 -0.035160 -0.022698 -0.015284 -0.008160
1660;1745751935.454274;1.499530 0.342781 1.308685 0.213825 0.270805 0.170399 0.109382 0.050814 0.037424 0.029138 0.025368 0.019951 0.018280 0.016437 0.015818 2.398945 -0.031075 -0.796906 -0.164935 -0.120025 -0.162561 -0.145159 -0.137136 -0.103631 -0.068243 -0.050123 -0.034948 -0.023568 -0.015583 -0.007748
1661;1745751935.625100;0.150578 0.434325 0.398910 0.193255 0.269697 0.122605 0.099726 0.061546 0.044620 0.032174 0.026942 0.019181 0.018175 0.017161 0.016684 0.129956 -0.149400 -0.151346 -0.160025 -0.275569 -0.207125 -0.132281 -0.124129 -0.093329 -0.070912 -0.048927 -0.035749 -0.023336 -0.015262 -0.008216
1662;1745751935.807127;0.013315 0.512350 1.362023 0.208409 0.204949 0.103003 0.056850 0.082721 0.040371 0.032953 0.023902 0.019988 0.017163 0.016943 0.015867 -0.945395 -0.028504 -0.385482 -0.423099 -0.204498 -0.179306 -0.164717 -0.144031 -0.097091 -0.076407 -0.053982 -0.036077 -0.023350 -0.014746 -0.007780
1663;1745751935.988700;0.407384 0.243002 0.369779 0.363469 0.216607 0.145362 0.061044 0.039521 0.056710 0.029406 0.025880 0.021276 0.019615 0.017254 0.016053 0.787297 -0.163009 -0.116720 -0.084847 -0.148217 -0.142305 -0.165160 -0.124951 -0.104664 -0.070348 -0.050536 -0.035707 -0.023493 -0.014779 -0.007240
1664;1745751936.166444;0.300919 0.366856 0.954229 0.262646 0.233747 0.114971 0.098147 0.075776 0.043838 0.027223 0.023467 0.022778 0.019111 0.017011 0.016180 0.239353 -1.046280 -0.582645 -0.092480 -0.168149 -0.194316 -0.163673 -0.122955 -0.110859 -0.068712 -0.052765 -0.032991 -0.023851 -0.015525 -0.008293
1665;1745751936.351937;0.023961 0.585622 0.388323 0.258083 0.192609 0.091656 0.086821 0.080415 0.041577 0.030711 0.021001 0.019305 0.018543 0.016975 0.016003 1.052572 -0.174658 -0.668464 -0.230742 -0.173058 -0.182835 -0.113583 -0.128169 -0.101419 -0.076297 -0.046917 -0.033890 -0.024117 -0.015266 -0.008142
1666;1745751936.549749;0.584427 0.425089 1.798565 0.252723 0.214613 0.083411 0.067703 0.051415 0.036317 0.029356 0.023603 0.021316 0.017241 0.016842 0.016378 0.154619 -0.194543 0.988571 -0.197711 -0.179067 -0.235501 -0.134359 -0.143081 -0.090699 -0.081113 -0.048976 -0.033535 -0.023948 -0.015008 -0.007586
1667;1745751936.736163;0.207888 0.332723 0.120637 0.369749 0.544280 0.129012 0.054460 0.057540 0.030308 0.034677 0.024225 0.019511 0.019531 0.016603 0.016561 -0.183698 -0.298060 -0.581172 -0.216316 -0.174376 -0.190722 -0.139920 -0.157447 -0.104575 -0.072177 -0.051490 -0.036498 -0.023158 -0.014930 -0.007836
1668;1745751936.912057;-0.508846 0.914680 0.332952 0.339671 0.231902 0.106082 0.101591 0.046723 0.043222 0.030657 0.023444 0.021223 0.017530 0.017370 0.016789 -1.588351 -0.249334 -0.513802 -0.101097 -0.189544 -0.220346 -0.143944 -0.119884 -0.098448 -0.076424 -0.050992 -0.035517 -0.023679 -0.015061 -0.008528
1669;1745751937.087621;0.384758 0.369806 0.373550 0.342949 0.196750 0.094288 0.080547 0.045062 0.047247 0.028176 0.023974 0.020122 0.017597 0.016556 0.016372 0.138278 -0.108881 -0.239177 -0.122211 -0.230215 -0.215662 -0.178400 -0.148936 -0.084956 -0.068593 -0.048418 -0.034404 -0.023641 -0.015376 -0.007535
1670;1745751937.277282;1.018638 0.272612 0.399621 0.215934 0.198770 0.097218 0.098555 0.055198 0.057421 0.036084 0.022984 0.020954 0.018360 0.017149 0.016167 -0.154720 -0.051959 -0.056574 -0.226128 -0.300267 -0.185115 -0.142743 -0.116516 -0.090952 -0.071003 -0.049687 -0.035269 -0.022819 -0.014885 -0.007378
1671;1745751937.463196;0.257063 0.383400 0.202639 0.199238 0.175694 0.077881 0.064972 0.074384 0.047403 0.036462 0.024868 0.021805 0.017706 0.016622 0.016452 -0.118536 -0.253496 -0.224783 -0.148860 -0.172719 -0.194525 -0.177600 -0.124553 -0.097385 -0.063444 -0.050072 -0.034645 -0.024311 -0.015007 -0.007505
1672;1745751937.644125;0.652689 0.225461 0.418096 0.234850 0.086352 0.157649 0.041451 0.067597 0.040260 0.029303 0.023573 0.021742 0.018283 0.017109 0.016605 -0.351239 -0.145586 -0.198474 -0.207910 -0.480518 -0.127722 -0.159032 -0.122849 -0.100733 -0.082343 -0.048509 -0.034291 -0.022340 -0.014575 -0.008155
1673;1745751937.831837;0.181249 0.681308 0.474228 0.652004 0.146707 0.123571 0.114084 0.045216 0.028818 0.027842 0.025344 0.020970 0.017719 0.016632 0.015937 0.273251 0.302252 -0.043768 -0.779011 -0.186181 -0.210208 -0.139245 -0.124905 -0.103794 -0.076971 -0.045993 -0.035307 -0.024717 -0.014425 -0.007649
1674;1745751938.019812;0.663701 0.467829 0.268449 0.333852 0.225064 0.104395 0.100567 0.080798 0.036646 0.028222 0.021996 0.020597 0.018513 0.016906 0.015790 0.177673 -0.147721 -0.491424 -0.297903 -0.257912 -0.194745 -0.170536 -0.143925 -0.098797 -0.070311 -0.051747 -0.034016 -0.023628 -0.015226 -0.008177
1675;1745751938.206394;0.643901 0.351069 -1.058153 0.235984 0.271900 0.070873 0.072345 0.035226 0.045730 0.024443 0.021985 0.021572 0.018330 0.016995 0.016058 -0.350604 -0.037305 -0.750366 -0.189344 -0.251494 -0.189307 -0.149856 -0.121561 -0.096903 -0.068186 -0.052052 -0.035651 -0.023785 -0.014410 -0.007729
1676;1745751938.391000;0.551578 0.257621 0.474908 0.233468 0.280094 0.166317 0.098822 0.057932 0.041298 0.028887 0.024928 0.021445 0.017306 0.016538 0.016309 -0.047060 -0.311021 -0.068752 -0.254039 -0.241158 -0.185638 -0.139430 -0.133517 -0.100984 -0.075729 -0.049105 -0.032275 -0.023899 -0.015044 -0.007776
1677;1745751938.578490;0.086769 0.471042 0.460544 0.357367 0.128373 0.186808 0.136380 0.058745 0.039491 0.034532 0.025329 0.020709 0.018347 0.017084 0.015849 0.397788 -0.126376 -0.361603 -0.148196 -0.278039 -0.198120 -0.147172 -0.131602 -0.102323 -0.074329 -0.050321 -0.034411 -0.023756 -0.015265 -0.008436
1678;1745751938.762803;1.051689 0.244430 0.869239 0.248049 0.190509 0.122108 0.073760 0.085461 0.062356 0.030339 0.024877 0.020308 0.018505 0.016857 0.015801 -0.607564 -0.150271 0.165504 -0.191994 -0.302615 -0.254585 -0.129601 -0.123019 -0.093336 -0.069417 -0.049744 -0.033837 -0.023795 -0.015263 -0.008104
1679;1745751938.960912;0.176626 0.738493 0.246996 0.217870 0.103882 0.139370 0.110152 0.055438 0.057679 0.029592 0.023777 0.021470 0.017906 0.017376 0.016494 0.180797 -0.072429 -0.081536 -0.174229 -0.312092 -0.167902 -0.129765 -0.134197 -0.089650 -0.074074 -0.048816 -0.035520 -0.023480 -0.014526 -0.008871
1680;1745751939.150608;0.562502 0.657697 0.574256 0.246003 0.220070 0.139815 0.117322 0.081425 0.045403 0.026511 0.024266 0.019844 0.017607 0.017224 0.016066 -0.755287 -0.150501 -0.006842 -0.103669 -0.242327 -0.208764 -0.141075 -0.123670 -0.091336 -0.072507 -0.051401 -0.035854 -0.023917 -0.015154 -0.007687
1681;1745751939.330129;0.080767 0.431395 0.453320 0.244997 0.173279 0.198989 0.139477 0.048486 0.034870 0.028975 0.022660 0.020862 0.018013 0.016992 0.016243 0.353354 0.122076 -0.214796 -0.104990 -0.172695 -0.249477 -0.139535 -0.122734 -0.093843 -0.073351 -0.048239 -0.035213 -0.024424 -0.015216 -0.007620
1682;1745751939.517028;0.385112 0.255372 0.333619 0.224881 0.116100 0.099226 0.091265 0.052081 0.050859 0.028373 0.026409 0.018855 0.017549 0.017009 0.015841 0.408702 -0.149149 -0.052140 -0.226372 -0.221547 -0.227168 -0.127767 -0.141757 -0.103403 -0.078487 -0.049585 -0.035369 -0.024519 -0.014829 -0.007815
1683;1745751939.708169;0.068300 0.415250 0.380703 0.319464 0.237217 0.106604 0.136903 0.055964 0.043718 0.031981 0.022685 0.019880 0.017481 0.016945 0.015968 0.184982 -0.019443 -0.228808 -0.092391 -0.320027 -0.161917 -0.176260 -0.129969 -0.092603 -0.071320 -0.049779 -0.035213 -0.023169 -0.014663 -0.007879
1684;1745751939.917925;0.597530 0.371034 0.797210 0.290241 0.205739 0.135140 0.075537 0.059179 0.048570 0.027397 0.024065 0.020295 0.019052 0.016862 0.016419 0.283447 -0.204248 -0.076025 -0.237765 -0.269789 -0.134336 -0.164011 -0.133536 -0.103212 -0.071219 -0.051884 -0.035860 -0.023354 -0.015455 -0.007937
1685;1745751940.098337;0.410346 0.382827 0.491372 0.219501 0.218898 0.121200 0.093416 0.041095 0.039108 0.036136 0.025845 0.020963 0.018768 0.017545 0.015848 0.480301 0.109655 -0.083343 -0.037603 -0.240533 -0.174108 -0.160459 -0.142118 -0.109788 -0.065598 -0.051493 -0.034875 -0.024012 -0.015377 -0.007530
1686;1745751940.283601;0.522840 0.247420 0.417104 0.288204 0.235109 0.166842 0.082553 0.073325 0.039460 0.030371 0.022430 0.019510 0.017964 0.016745 0.016132 -0.227780 -0.134060 -0.061398 -0.087128 -0.254955 -0.253802 -0.129007 -0.112389 -0.105028 -0.068389 -0.052329 -0.035227 -0.024652 -0.014497 -0.007693
1687;1745751940.480991;0.459116 0.303262 0.817253 0.346271 0.293588 0.122346 0.088695 0.089197 0.047670 0.026633 0.029498 0.019374 0.017795 0.017321 0.016417 0.358741 -0.548746 0.007767 -0.013147 -0.309194 -0.191322 -0.107797 -0.104296 -0.112468 -0.074174 -0.048010 -0.035283 -0.023658 -0.015110 -0.007907
1688;1745751940.666622;0.161747 0.352244 0.226927 0.400582 0.245680 0.100940 0.093643 0.079970 0.054841 0.031254 0.024511 0.020711 0.018761 0.016840 0.016618 0.284955 -0.041998 -0.143271 -0.051188 -0.285749 -0.184062 -0.155664 -0.172401 -0.095209 -0.070183 -0.051705 -0.036587 -0.023445 -0.015098 -0.007749
1689;1745751940.858201;-0.051106 0.752497 0.125902 0.200899 0.286582 0.137795 0.093321 0.057993 0.041523 0.031850 0.024558 0.019756 0.019269 0.017437 0.016636 0.809063 0.069509 -0.244886 -0.153066 -0.207445 -0.169322 -0.163658 -0.125403 -0.093993 -0.071968 -0.051959 -0.035758 -0.024237 -0.014244 -0.008330
1690;1745751941.073329;0.704585 0.440027 0.653334 0.442442 0.271877 0.112546 0.080746 0.069169 0.033285 0.035768 0.025849 0.021966 0.018488 0.017180 0.016388 0.126116 -0.173470 0.040156 -0.170650 -0.174337 -0.221847 -0.114382 -0.109121 -0.096661 -0.069272 -0.049936 -0.034668 -0.022874 -0.015323 -0.008129
1691;1745751941.269330;1.626465 0.456921 5.021803 0.271416 0.252776 0.149039 0.105880 0.066980 0.038993 0.029561 0.026655 0.020313 0.017391 0.016810 0.016161 0.134249 0.412361 0.288587 -0.129210 -0.154448 -0.236163 -0.156440 -0.134918 -0.103268 -0.070722 -0.052299 -0.034376 -0.024011 -0.014603 -0.007796
1692;1745751941.456195;0.550550 0.177019 0.452177 0.326901 0.142224 0.149956 0.103548 0.056132 0.045181 0.025868 0.020094 0.019863 0.018111 0.016888 0.016197 -0.798628 -0.162627 -0.551322 -0.168971 -0.249093 -0.269221 -0.111629 -0.128780 -0.093811 -0.069179 -0.048425 -0.034281 -0.023286 -0.015294 -0.007926
1693;1745751941.639211;1.125292 0.509299 0.301155 0.397759 0.214551 0.097855 0.108391 0.064358 0.048752 0.029722 0.027463 0.019547 0.017690 0.017055 0.015464 -0.302556 -0.097542 -0.519052 -0.096035 -0.202970 -0.169583 -0.137435 -0.129868 -0.096036 -0.079182 -0.050805 -0.035847 -0.022017 -0.014470 -0.007868
1694;1745751941.837023;0.514269 0.349590 0.819099 0.352143 0.271548 0.148114 0.119633 0.075804 0.037932 0.036214 0.019982 0.019599 0.018893 0.017432 0.016289 -0.035918 -0.036676 -0.187097 -0.098821 -0.254820 -0.218415 -0.189020 -0.120737 -0.094295 -0.068164 -0.053535 -0.037074 -0.023100 -0.014292 -0.007369
1695;1745751942.028978;0.233320 0.676703 0.796862 0.335640 0.241343 0.124011 0.072719 0.056962 0.054347 0.026368 0.027919 0.019995 0.017943 0.016722 0.016348 -0.093456 -0.303042 -0.477986 -0.099054 -0.262404 -0.116288 -0.134959 -0.137249 -0.092735 -0.075014 -0.049904 -0.036940 -0.025406 -0.014697 -0.007902
1696;1745751942.211692;0.346321 0.366799 1.062944 0.275204 0.389289 0.134644 0.064367 0.081310 0.032517 0.037629 0.027858 0.018680 0.019165 0.016895 0.016119 0.238806 -0.338116 -0.561404 -0.202391 -0.465753 -0.188419 -0.170739 -0.126831 -0.102097 -0.075772 -0.050301 -0.036319 -0.023596 -0.015372 -0.007894
1697;1745751942.401442;0.257725 0.330751 0.409494 0.287402 0.169757 0.098877 0.088179 0.065519 0.038665 0.037419 0.025499 0.021009 0.018359 0.016908 0.016575 0.291417 -0.229130 0.040644 -0.038409 -0.198815 -0.165925 -0.142579 -0.119383 -0.098472 -0.073678 -0.048843 -0.036156 -0.024526 -0.015068 -0.008272
1698;1745751942.584958;0.577833 0.518901 0.805031 0.351143 0.258451 0.087513 0.062586 0.082078 0.042225 0.031584 0.025313 0.020395 0.018782 0.017021 0.016024 0.251830 -0.115446 -0.478815 -0.165953 -0.117029 -0.206672 -0.160496 -0.122160 -0.097235 -0.069030 -0.051892 -0.034847 -0.023531 -0.014784 -0.008208
1699;1745751942.775564;-0.108035 0.499333 0.424473 0.276485 0.357763 0.128154 0.126137 0.043299 0.048483 0.031117 0.023478 0.019903 0.017892 0.016966 0.016435 0.632120 0.060056 -0.314176 -0.078015 -0.307966 -0.174897 -0.116550 -0.130115 -0.105359 -0.066591 -0.048657 -0.035347 -0.023483 -0.014694 -0.007843
1700;1745751942.967360;0.229961 0.501482 0.347087 0.276687 0.284127 0.128816 0.100702 0.043682 0.043874 0.032293 0.026362 0.020660 0.017620 0.016527 0.016840 0.180753 -0.072155 -0.202157 -0.147375 -0.294418 -0.172021 -0.124567 -0.130977 -0.093361 -0.071954 -0.049789 -0.035911 -0.023316 -0.015228 -0.007704
1701;1745751943.149328;0.891532 0.239039 0.327787 0.190659 0.213907 0.149764 0.102171 0.062330 0.036543 0.030629 0.025304 0.020854 0.018009 0.016351 0.015753 0.089973 -0.177480 -0.500498 -0.158318 -0.255506 -0.120738 -0.168581 -0.126004 -0.084554 -0.075484 -0.050338 -0.037020 -0.022751 -0.014721 -0.007781
1702;1745751943.361275;0.445638 0.460604 0.489643 0.256060 0.174756 0.126158 0.086979 0.045874 0.027374 0.026897 0.025308 0.022622 0.018180 0.016743 0.015886 -0.026230 -0.050043 0.001365 -0.092565 -0.217522 -0.212584 -0.115836 -0.151121 -0.102640 -0.065827 -0.049842 -0.036260 -0.023001 -0.015157 -0.007673
1703;1745751943.561541;0.472014 0.250159 0.582843 0.334679 0.226797 0.070916 0.092412 0.078835 0.034694 0.033756 0.023329 0.020685 0.017942 0.017169 0.016683 -0.037536 0.032813 0.145518 -0.188112 -0.193729 -0.225319 -0.162763 -0.113664 -0.097880 -0.065806 -0.047564 -0.036366 -0.023535 -0.015714 -0.007682
1704;1745751943.762425;0.469667 0.344906 0.456639 0.289053 0.184023 0.141359 0.095543 0.074603 0.051120 0.035686 0.023032 0.020366 0.018466 0.016914 0.015722 -0.531065 -0.162328 0.366893 -0.155691 -0.175753 -0.227088 -0.139767 -0.128161 -0.101624 -0.069370 -0.048409 -0.034801 -0.023864 -0.014594 -0.007863
