seq;timestamp;data
345;1745751686.495417;2.128999 0.505413 1.241451 0.250194 0.293102 0.098162 0.132516 0.072117 0.042459 0.021922 0.024775 0.018867 0.016964 0.016568 0.015565 -1.673545 -0.233570 -0.368071 -0.123237 -0.144588 -0.170870 -0.173478 -0.121695 -0.101500 -0.067769 -0.048685 -0.033352 -0.022222 -0.014617 -0.007191
346;1745751686.681976;0.094626 0.213568 1.087935 0.343292 0.267416 0.105678 0.081840 0.059196 0.030449 0.032804 0.027301 0.021309 0.017996 0.015995 0.015702 0.280930 -0.160350 -1.651252 -0.036186 -0.297640 -0.168819 -0.160496 -0.118216 -0.099642 -0.066134 -0.047937 -0.034619 -0.023252 -0.014545 -0.007569
347;1745751686.870189;0.716549 0.401638 0.679820 0.304801 0.143856 0.142329 0.113521 0.056206 0.035315 0.026344 0.023548 0.018263 0.016757 0.016432 0.015809 0.387324 -0.273208 0.040255 -0.199625 -0.305385 -0.169875 -0.182012 -0.127582 -0.085808 -0.069760 -0.048564 -0.035097 -0.023436 -0.014519 -0.007891
348;1745751687.051386;0.244499 0.467727 0.714197 0.280393 0.122662 0.131568 0.086654 0.087590 0.039271 0.035829 0.021222 0.019713 0.017717 0.016416 0.015380 -0.206650 -0.396849 -0.428197 -0.190238 -0.228825 -0.202363 -0.128720 -0.137586 -0.103822 -0.066244 -0.048411 -0.032887 -0.023320 -0.014948 -0.007658
349;1745751687.237549;-0.216947 0.258170 0.423652 0.465957 0.073737 0.125944 0.055779 0.066658 0.047445 0.028234 0.022734 0.021643 0.016832 0.015652 0.015854 0.432976 -0.179702 -0.250867 0.088727 -0.291683 -0.165359 -0.167406 -0.131121 -0.085169 -0.073868 -0.052274 -0.035764 -0.023173 -0.014473 -0.007266
350;1745751687.422722;0.137581 0.444872 0.361836 0.224096 0.274252 0.074648 0.055221 0.060161 0.045607 0.028241 0.022793 0.021455 0.015987 0.015802 0.015329 -0.277619 -0.126744 -0.704815 -0.202521 -0.163755 -0.203949 -0.136908 -0.120700 -0.096293 -0.070345 -0.050073 -0.034336 -0.022696 -0.014231 -0.007204
351;1745751687.603211;0.317559 0.368590 0.551343 0.292729 0.183232 0.102531 0.085940 0.062142 0.058941 0.030354 0.024732 0.020173 0.016704 0.016217 0.015788 -0.643774 -0.129562 -0.400326 -0.266631 -0.227457 -0.158391 -0.148508 -0.115273 -0.101390 -0.064340 -0.049820 -0.034425 -0.022778 -0.014144 -0.006787
352;1745751687.774942;0.391814 0.826416 0.291290 0.450019 0.257269 0.069552 0.062451 0.063727 0.059994 0.028342 0.026448 0.020731 0.016608 0.016951 0.015669 0.633290 -0.088789 -0.159975 0.065399 -0.230272 -0.185195 -0.143275 -0.112428 -0.110224 -0.079298 -0.049160 -0.032863 -0.024163 -0.014802 -0.007836
353;1745751687.967773;0.523915 0.329211 1.044785 0.233913 0.220382 0.104401 0.035130 0.078593 0.045339 0.031565 0.023565 0.018131 0.017301 0.016694 0.016179 0.359770 -0.256376 -0.336372 -0.270329 -0.344592 -0.174847 -0.159494 -0.110041 -0.109529 -0.075479 -0.052288 -0.033985 -0.022660 -0.015177 -0.007514
354;1745751688.146513;0.210972 0.490367 0.806470 0.354996 0.269470 0.094462 0.059354 0.051602 0.027968 0.032915 0.023993 0.019172 0.018259 0.016593 0.016014 0.297529 0.246872 0.282624 -0.297554 -0.219667 -0.178014 -0.166020 -0.131634 -0.101979 -0.068105 -0.049432 -0.033147 -0.022131 -0.014746 -0.007662
355;1745751688.336358;-0.097498 0.498782 0.970019 0.374542 0.270797 0.086378 0.094490 0.048169 0.048724 0.024100 0.022786 0.019014 0.018218 0.016463 0.015686 0.682951 -0.299825 0.270014 -0.205277 -0.300793 -0.225944 -0.171769 -0.150398 -0.101200 -0.072707 -0.049684 -0.032921 -0.022999 -0.014226 -0.007481
356;1745751688.518917;0.659210 0.610206 0.331338 0.405701 0.198085 0.130970 0.093828 0.066284 0.047954 0.034476 0.022012 0.020840 0.017995 0.016417 0.015765 0.229409 -0.197383 -0.235548 -0.152275 -0.234533 -0.218687 -0.158169 -0.114722 -0.091002 -0.073629 -0.050001 -0.033313 -0.022308 -0.014352 -0.007663
357;1745751688.702727;0.637402 0.364113 0.611281 0.404785 0.451895 0.140668 0.055534 0.045437 0.042420 0.032311 0.021439 0.020330 0.016675 0.016221 0.015671 -1.992157 -0.161701 -0.152381 -0.199554 -0.459907 -0.189216 -0.196247 -0.129890 -0.103687 -0.070743 -0.048485 -0.035167 -0.022897 -0.014698 -0.007126
358;1745751688.895407;-0.163399 0.513192 0.439624 0.300686 0.248622 0.086865 0.076476 0.054838 0.047868 0.026324 0.024682 0.018755 0.017510 0.016367 0.015780 -0.837556 -0.000608 -0.693261 -0.130342 -0.236469 -0.179188 -0.165871 -0.119688 -0.094382 -0.067153 -0.050340 -0.032967 -0.023072 -0.014604 -0.007565
359;1745751689.083553;0.507383 0.450863 0.351858 0.372379 0.198384 0.113790 0.092813 0.047412 0.033255 0.035079 0.027513 0.019533 0.017197 0.016342 0.015887 0.525388 -0.192006 -0.265700 -0.113186 -0.218808 -0.166132 -0.176186 -0.139591 -0.101278 -0.065670 -0.045987 -0.033083 -0.023283 -0.014912 -0.008093
360;1745751689.273012;1.056251 0.286701 0.330709 0.328412 0.298287 0.129017 0.087435 0.083331 0.035749 0.028524 0.026868 0.019350 0.016540 0.016153 0.015697 0.434354 -0.079309 -0.124624 -0.109638 -0.231051 -0.199903 -0.137959 -0.113082 -0.101930 -0.065232 -0.047910 -0.033788 -0.022919 -0.014725 -0.007125
361;1745751689.458273;0.171088 0.547890 0.611791 0.199086 0.243505 0.099048 0.058037 0.059938 0.034805 0.032219 0.022639 0.020545 0.018068 0.016395 0.015781 -0.289378 0.086511 -0.330102 -0.133365 -0.257744 -0.171278 -0.194303 -0.119534 -0.100493 -0.067325 -0.046995 -0.033080 -0.022788 -0.014788 -0.007822
362;1745751689.642229;0.903652 0.433157 0.595043 0.372085 0.168225 0.110008 0.066542 0.058469 0.039855 0.028143 0.025152 0.018737 0.017023 0.016256 0.016225 0.644606 -0.248328 0.037042 -0.258563 -0.253832 -0.155731 -0.209784 -0.126968 -0.090577 -0.065816 -0.050602 -0.034192 -0.023283 -0.014385 -0.007784
363;1745751689.834414;0.187890 0.502614 0.381264 0.192664 0.294667 0.143845 0.082139 0.057831 0.044064 0.021303 0.023076 0.019708 0.017868 0.015879 0.015704 0.266631 -0.154942 -0.076509 -0.219533 -0.150593 -0.169684 -0.150135 -0.100688 -0.092804 -0.066911 -0.049810 -0.033304 -0.022038 -0.014437 -0.007578
364;1745751690.021497;1.053894 0.384315 0.502661 0.248389 0.251472 0.086292 0.074036 0.054748 0.048395 0.025253 0.023121 0.018724 0.015713 0.016804 0.015065 0.542214 0.072338 -0.447992 -0.311207 -0.257932 -0.201147 -0.125877 -0.116071 -0.097139 -0.070644 -0.047716 -0.035975 -0.023014 -0.014738 -0.007699
365;1745751690.204960;0.424854 0.948197 0.762807 0.418899 0.551806 0.163306 0.032149 0.074110 0.035212 0.031285 0.027127 0.019192 0.017275 0.016417 0.015906 -0.179592 -0.307819 0.124711 -0.191079 -0.304862 -0.164820 -0.148477 -0.130676 -0.096430 -0.069886 -0.049353 -0.033430 -0.021314 -0.014896 -0.007454
366;1745751690.387035;0.150288 0.715549 0.225739 0.215257 0.216710 0.082156 0.062174 0.069635 0.036098 0.038846 0.020889 0.018817 0.019189 0.016223 0.015416 -0.005045 -0.100881 -0.019334 -0.305930 -0.166698 -0.192638 -0.177485 -0.131319 -0.101539 -0.071963 -0.048153 -0.033456 -0.023592 -0.014480 -0.008083
367;1745751690.572219;0.442532 0.457842 0.488341 0.096907 0.157888 0.093581 0.091353 0.050870 0.040398 0.039422 0.022285 0.019063 0.016392 0.015924 0.015541 0.084030 0.271163 -0.259575 -0.432730 -0.248080 -0.180843 -0.141715 -0.129312 -0.100503 -0.071991 -0.044929 -0.037152 -0.022372 -0.014406 -0.007541
368;1745751690.751999;0.170917 0.183066 0.250758 0.249337 0.165790 0.095512 0.074543 0.065123 0.036394 0.029097 0.024658 0.019446 0.017698 0.016105 0.015398 0.113467 -0.379335 -0.197376 -0.106020 -0.237303 -0.201540 -0.141807 -0.142696 -0.095281 -0.065336 -0.045593 -0.034651 -0.025163 -0.014421 -0.007198
369;1745751690.936128;0.460405 0.708055 0.393038 0.355609 0.154585 0.116153 0.082698 0.042844 0.050572 0.027155 0.022385 0.020143 0.018326 0.016689 0.015352 0.153319 -0.080478 -0.191269 -0.020579 -0.293409 -0.199930 -0.123964 -0.116346 -0.096213 -0.069991 -0.047492 -0.034143 -0.022269 -0.015075 -0.007203
370;1745751691.126513;0.442656 0.238779 -0.098997 0.215867 0.280310 0.133270 0.083345 0.061054 0.042616 0.026925 0.021816 0.019464 0.016705 0.016072 0.015399 -0.152899 -0.140245 -1.019299 -0.221531 -0.177938 -0.189456 -0.162248 -0.128729 -0.094281 -0.072375 -0.047493 -0.034609 -0.022457 -0.014662 -0.007994
371;1745751691.319442;2.009419 0.202419 0.335410 0.248956 0.274852 0.095334 0.094488 0.064692 0.046241 0.022382 0.022647 0.019639 0.017627 0.016483 0.015366 0.376949 -0.061194 -0.521873 -0.117494 -0.365955 -0.192114 -0.150616 -0.129890 -0.084260 -0.072928 -0.049560 -0.034856 -0.022513 -0.014732 -0.007005
372;1745751691.499218;-0.973577 0.298390 0.425931 0.258449 0.128124 0.098027 0.151475 0.068197 0.027536 0.033385 0.024914 0.019561 0.016511 0.016337 0.015464 0.848797 -0.214099 -0.171002 -0.190727 -0.241570 -0.185549 -0.191863 -0.145425 -0.102049 -0.070257 -0.048018 -0.035163 -0.023909 -0.014662 -0.007356
373;1745751691.691478;0.470332 0.255804 0.456715 0.361402 0.136193 0.105677 0.098914 0.074419 0.049456 0.029372 0.023563 0.019490 0.016313 0.016489 0.014994 0.254337 -0.136585 -0.131382 -0.119946 -0.181521 -0.191044 -0.170172 -0.133228 -0.098995 -0.069557 -0.048936 -0.034669 -0.022231 -0.014741 -0.007244
374;1745751691.866621;0.637918 0.473941 0.353991 0.243121 0.204039 0.086191 0.066894 0.092580 0.045638 0.024199 0.023172 0.020174 0.017676 0.016446 0.015661 -0.063385 0.242575 -0.517878 -0.280813 -0.248284 -0.192106 -0.161253 -0.113736 -0.098145 -0.068409 -0.048372 -0.032611 -0.022005 -0.014857 -0.007228
375;1745751692.051510;0.175248 0.243858 0.550415 0.190345 0.189660 0.087665 0.069732 0.074102 0.033936 0.027139 0.024133 0.018403 0.018230 0.016287 0.015801 4.303820 -0.211845 -0.739320 -0.264166 -0.314849 -0.159332 -0.156500 -0.154686 -0.099165 -0.071722 -0.049354 -0.033549 -0.024064 -0.014267 -0.008621
376;1745751692.230284;0.456155 0.669293 0.276571 0.247836 0.359057 0.079822 0.102345 0.059819 0.046620 0.026331 0.022304 0.020153 0.018393 0.016148 0.016061 0.078712 -0.214486 -0.299653 -0.151455 -0.269012 -0.236351 -0.143269 -0.114571 -0.098851 -0.067597 -0.049922 -0.033905 -0.022029 -0.014272 -0.007272
377;1745751692.417323;0.372479 0.249354 0.769495 0.521674 0.252248 0.038976 0.114750 0.052390 0.041766 0.027828 0.025114 0.019467 0.018776 0.016376 0.015894 -0.365695 -0.009802 -0.477851 -0.392182 -0.398281 -0.201312 -0.136941 -0.110738 -0.089732 -0.069053 -0.052106 -0.032841 -0.023216 -0.014523 -0.007474
378;1745751692.593159;0.577224 0.340328 -1.229889 0.253262 0.174087 0.143629 0.058603 0.048198 0.038795 0.031048 0.025962 0.021013 0.017196 0.016535 0.015575 0.341695 -0.168509 1.143801 -0.242247 -0.233016 -0.190112 -0.147882 -0.131569 -0.099086 -0.064270 -0.048043 -0.033858 -0.021034 -0.014764 -0.007155
379;1745751692.778462;0.528505 0.411887 0.518306 0.205545 0.172215 0.099999 0.064593 0.043575 0.031294 0.028574 0.022864 0.018825 0.016916 0.016211 0.015948 -0.074541 -0.147280 -0.366009 -0.207325 -0.162354 -0.217463 -0.133448 -0.124237 -0.096646 -0.067070 -0.047010 -0.033086 -0.022507 -0.014342 -0.007655
380;1745751692.994579;0.440244 0.297783 0.147086 0.223090 0.346892 0.033975 0.066251 0.055283 0.030553 0.027395 0.023759 0.019935 0.017776 0.016198 0.015928 -0.127977 -0.151223 -1.094189 -0.191691 -0.159528 -0.240577 -0.185696 -0.116466 -0.099094 -0.066175 -0.047396 -0.035226 -0.022805 -0.014944 -0.007743
381;1745751693.182953;1.978783 0.325645 0.279337 0.333372 0.180044 0.168256 0.089139 0.061394 0.038360 0.027700 0.026693 0.018206 0.016380 0.016022 0.015155 0.091563 -0.095574 -0.539228 -0.298149 -0.323816 -0.191584 -0.128888 -0.120539 -0.093814 -0.065348 -0.048319 -0.034616 -0.022110 -0.014672 -0.007485
382;1745751693.369651;0.019291 0.618449 0.056455 0.334995 0.478086 0.130654 0.073266 0.065496 0.047031 0.035063 0.020167 0.021978 0.017369 0.016651 0.016434 0.569811 0.120413 -0.444828 -0.221408 -0.256064 -0.192482 -0.158471 -0.120988 -0.090247 -0.064948 -0.049538 -0.034012 -0.023715 -0.014285 -0.007275
383;1745751693.556236;0.784290 0.288367 0.349750 0.184271 0.364242 0.113092 0.069349 0.073920 0.033908 0.026378 0.023835 0.018567 0.016999 0.016274 0.015229 -0.326478 -0.108704 -0.223311 -0.174042 -0.233442 -0.209269 -0.123554 -0.108534 -0.101006 -0.062629 -0.048856 -0.035195 -0.022187 -0.015037 -0.007474
384;1745751693.727365;0.760489 0.230770 1.008508 0.291868 0.192046 0.128420 0.093875 0.066163 0.027117 0.033101 0.023734 0.018645 0.016221 0.015992 0.015607 0.010207 -0.183590 -5.056233 -0.155424 -0.512489 -0.183992 -0.131427 -0.131488 -0.090069 -0.069432 -0.049390 -0.035216 -0.024886 -0.015038 -0.007543
385;1745751693.908801;0.541324 0.370734 0.177600 0.274624 0.387369 0.117406 0.062812 0.073070 0.041538 0.029449 0.026346 0.022725 0.017353 0.016865 0.015701 0.388288 -0.275181 -0.567118 -0.216585 -0.229550 -0.145793 -0.103684 -0.112553 -0.095977 -0.070591 -0.045289 -0.032571 -0.024098 -0.015170 -0.007477
386;1745751694.085460;0.457874 0.132543 0.523844 0.390018 0.176687 0.138885 0.099982 0.051127 0.046919 0.033000 0.025426 0.020739 0.016827 0.016411 0.015756 -0.121141 -0.344136 0.041384 -0.293655 -0.206782 -0.187206 -0.139870 -0.146420 -0.103178 -0.070167 -0.055903 -0.034679 -0.023239 -0.014648 -0.007544
387;1745751694.270780;0.248402 0.346621 0.404577 0.279140 0.166147 0.048462 0.094355 0.075749 0.049446 0.033057 0.022736 0.019762 0.016755 0.016688 0.015474 0.105990 -0.126540 -0.105881 -0.125345 -0.271828 -0.242085 -0.146478 -0.134998 -0.103455 -0.065555 -0.050717 -0.033108 -0.023603 -0.014614 -0.007480
388;1745751694.448571;0.348216 0.553606 0.292336 0.300630 0.190544 0.079592 0.067034 0.054300 0.031485 0.034133 0.020871 0.016998 0.016786 0.016196 0.016013 -0.589346 0.286188 -0.246606 -0.078332 -0.170052 -0.165569 -0.188051 -0.101115 -0.099144 -0.068253 -0.045234 -0.037094 -0.023571 -0.014978 -0.007254
389;1745751694.626757;0.365715 0.330110 0.390098 0.296958 0.224621 0.058831 0.035419 0.067719 0.043908 0.026923 0.020899 0.018790 0.017848 0.016409 0.015508 0.062371 -0.228473 -0.079331 -0.216997 -0.208177 -0.169035 -0.198586 -0.121549 -0.103978 -0.068767 -0.047169 -0.033657 -0.023247 -0.014422 -0.007530
390;1745751694.816224;0.501883 0.800687 0.314998 0.403769 0.280115 0.137541 0.052870 0.049195 0.033709 0.036838 0.023461 0.015967 0.017302 0.016220 0.015952 0.293126 0.121442 -0.792284 -0.364035 -0.264744 -0.189043 -0.129570 -0.122953 -0.101996 -0.075382 -0.053438 -0.036412 -0.023114 -0.015020 -0.008038
391;1745751694.994279;1.144138 0.343985 0.338587 0.255026 0.127784 0.108970 0.064996 0.062149 0.039510 0.027006 0.023088 0.018669 0.018965 0.017274 0.016086 -0.412049 -0.124397 -0.369758 -0.176448 -0.235311 -0.191248 -0.138013 -0.118546 -0.097021 -0.068103 -0.049680 -0.033923 -0.023599 -0.014237 -0.007803
392;1745751695.170069;0.954978 0.220803 0.571347 0.227852 0.134500 0.116466 0.068282 0.074605 0.043630 0.036684 0.022798 0.021467 0.017751 0.016051 0.015498 0.121020 -0.178929 -0.132682 -0.191798 -0.305393 -0.171566 -0.128038 -0.110013 -0.097346 -0.066879 -0.049308 -0.033047 -0.024237 -0.014536 -0.008228
393;1745751695.350548;0.189785 0.295159 0.487595 0.294114 0.223452 0.075991 0.059888 0.082786 0.035763 0.029187 0.027144 0.019818 0.015943 0.016044 0.015508 0.537935 -0.313690 -0.173781 -0.227643 -0.156451 -0.194496 -0.180657 -0.106961 -0.095749 -0.059953 -0.048625 -0.036269 -0.023060 -0.014590 -0.007588
394;1745751695.528989;0.310369 0.745492 0.540331 0.296287 0.157175 0.115949 0.075225 0.060559 0.027764 0.027699 0.020787 0.018444 0.017055 0.016333 0.015918 -0.288436 0.265740 -1.252565 -0.156359 -0.272583 -0.186239 -0.155313 -0.119419 -0.095891 -0.064856 -0.048583 -0.032841 -0.021801 -0.015121 -0.007505
395;1745751695.717378;0.550335 0.378042 0.353670 0.321764 0.109455 0.117772 0.102660 0.061820 0.047220 0.027934 0.019851 0.023136 0.016913 0.016243 0.015856 0.461215 -0.094964 0.166469 -0.112910 -0.199174 -0.170885 -0.148092 -0.131171 -0.099814 -0.065395 -0.051734 -0.036316 -0.022175 -0.015086 -0.007329
396;1745751695.893758;0.632400 0.409822 1.001322 0.290344 0.130032 0.110859 0.138525 0.090049 0.032530 0.026950 0.020847 0.019565 0.017706 0.016614 0.015232 -0.319545 -0.061122 -0.043904 -0.093320 -0.188073 -0.158856 -0.190137 -0.130281 -0.085229 -0.066833 -0.052106 -0.034331 -0.022321 -0.014963 -0.007341
397;1745751696.101173;0.511310 0.485094 0.614217 0.236745 0.134798 0.147315 0.115351 0.054473 0.040200 0.027221 0.021399 0.017804 0.017352 0.015967 0.015406 -0.243710 -0.006860 0.142440 -0.296880 -0.256774 -0.209451 -0.140746 -0.112567 -0.093782 -0.065489 -0.047949 -0.032762 -0.022272 -0.014692 -0.007343
398;1745751696.279840;0.913081 0.374910 1.127600 0.282343 0.163684 0.076797 0.105792 0.051304 0.036351 0.027305 0.025819 0.019375 0.017083 0.016296 0.015894 0.542937 -0.009148 -0.523879 -0.215680 -0.177272 -0.220394 -0.172839 -0.139517 -0.092842 -0.066412 -0.048499 -0.033510 -0.023220 -0.014124 -0.008015
399;1745751696.493708;0.657697 0.098186 0.801635 0.318715 0.307237 0.171515 0.091166 0.067732 0.046891 0.031928 0.021937 0.021717 0.017168 0.016286 0.015528 0.095542 -0.182213 -0.040358 -0.072690 -0.184443 -0.294313 -0.145418 -0.129731 -0.092071 -0.062184 -0.047569 -0.035257 -0.022052 -0.014271 -0.007798
400;1745751696.679126;1.787665 0.241917 0.353299 0.233041 0.229629 0.180469 0.106784 0.051550 0.037950 0.024205 0.026900 0.020142 0.017135 0.016620 0.015441 -2.213607 -0.079925 -0.245408 -0.138493 -0.206382 -0.252657 -0.172272 -0.140959 -0.099883 -0.068318 -0.048018 -0.033789 -0.023972 -0.014853 -0.008227
401;1745751696.893549;0.939854 0.310950 0.528699 0.214403 0.220306 0.162085 0.056668 0.053600 0.046387 0.026895 0.023706 0.018453 0.016875 0.016487 0.015991 0.062386 0.010268 -0.279974 -0.198866 -0.141436 -0.159229 -0.158897 -0.126900 -0.097960 -0.068184 -0.049530 -0.032576 -0.023714 -0.014546 -0.007742
402;1745751697.097464;0.634608 0.303267 0.492756 0.220598 0.230094 0.101216 0.087497 0.076277 0.038464 0.030650 0.021323 0.019465 0.017150 0.016155 0.015161 0.002132 -0.376406 0.108462 -0.148098 -0.206148 -0.196100 -0.133578 -0.165913 -0.100159 -0.068273 -0.049163 -0.033270 -0.023057 -0.014603 -0.007036
403;1745751697.293570;0.392400 0.995412 0.539202 0.243456 0.323009 0.113286 0.071652 0.065459 0.043000 0.030361 0.023660 0.018481 0.016523 0.016313 0.015419 0.274209 -0.080747 -0.419706 -0.186610 -0.124755 -0.205822 -0.136143 -0.129419 -0.087133 -0.065939 -0.046398 -0.032117 -0.023358 -0.014975 -0.007645
404;1745751697.485505;0.538871 0.312294 0.355103 0.297324 0.320592 0.133303 0.129683 0.063822 0.045739 0.029139 0.026311 0.018990 0.017835 0.016721 0.015476 -0.045899 0.156543 -1.204042 -0.257578 -0.178089 -0.208690 -0.127257 -0.127331 -0.099660 -0.068658 -0.047568 -0.033628 -0.023433 -0.014964 -0.008101
405;1745751697.669959;0.730488 0.248982 0.485201 0.199110 0.432926 0.140131 0.060087 0.072592 0.031740 0.036734 0.024404 0.017994 0.016365 0.016753 0.015889 0.079467 -0.105397 -0.387728 -0.150292 -0.224069 -0.207877 -0.141588 -0.114165 -0.098185 -0.076018 -0.050412 -0.035671 -0.023121 -0.015106 -0.007355
406;1745751697.864444;0.570602 0.509028 0.186396 0.327944 0.230870 0.095373 0.126513 0.071363 0.045900 0.031501 0.024551 0.019918 0.018460 0.016549 0.015634 0.198968 -0.221832 -0.310774 -0.062030 -0.138656 -0.206139 -0.264759 -0.116113 -0.088197 -0.067011 -0.049081 -0.033638 -0.022776 -0.014305 -0.007268
407;1745751698.041629;0.423036 0.272018 0.619324 0.152351 0.239468 0.123469 0.034515 0.070994 0.040355 0.025142 0.023179 0.019000 0.017734 0.016279 0.015394 0.392936 0.021406 0.267286 -0.255270 -0.155616 -0.204557 -0.141296 -0.133223 -0.097549 -0.070780 -0.048520 -0.035015 -0.021506 -0.014516 -0.006908
408;1745751698.214888;0.521194 0.265838 0.801608 0.316769 0.323338 0.184621 0.089648 0.065806 0.050274 0.033818 0.033714 0.020517 0.018775 0.017762 0.017277 0.813071 -0.103032 0.042661 -0.247943 -0.348194 -0.207887 -0.195600 -0.125420 -0.090991 -0.069827 -0.057543 -0.036873 -0.024802 -0.016135 -0.007837
409;1745751698.391188;0.809466 0.282336 0.770707 0.270326 0.244634 0.098998 0.034127 0.071012 0.043575 0.032453 0.022401 0.021373 0.018041 0.016101 0.015109 0.770718 -0.112295 0.848638 -0.130718 -0.210868 -0.222702 -0.172362 -0.115145 -0.099116 -0.066247 -0.049565 -0.034648 -0.022941 -0.014300 -0.007644
410;1745751698.579766;0.466079 0.337636 0.741420 0.398597 0.190968 0.096919 0.107238 0.062839 0.050040 0.028788 0.022436 0.019046 0.016013 0.015987 0.015842 0.324216 0.152667 -0.121687 -0.130586 -0.216558 -0.183260 -0.156471 -0.113349 -0.094604 -0.068209 -0.050168 -0.035172 -0.022321 -0.014465 -0.008058
411;1745751698.762217;0.234773 0.375499 0.554539 0.313606 0.207701 0.127256 0.052234 0.047124 0.048397 0.031752 0.024411 0.020792 0.018355 0.016262 0.016159 0.206760 0.014121 -0.143228 -0.040141 -0.178902 -0.160094 -0.166674 -0.128787 -0.089078 -0.067618 -0.054233 -0.032521 -0.024591 -0.015199 -0.007645
412;1745751698.941268;0.444029 0.309226 0.230040 0.311278 0.134615 0.088386 0.107609 0.053870 0.053862 0.025474 0.024629 0.020817 0.016976 0.016415 0.016098 0.512519 -0.035673 -0.669855 -0.245903 -0.296849 -0.218025 -0.132100 -0.113143 -0.089512 -0.071023 -0.048440 -0.034435 -0.023504 -0.014330 -0.007576
413;1745751699.117987;0.875434 0.448195 0.270394 0.264346 0.286544 0.147032 0.017166 0.055854 0.044051 0.027821 0.025002 0.020668 0.017318 0.016073 0.015254 0.145950 -0.005913 -0.076476 -0.138327 -0.187595 -0.206445 -0.182331 -0.117771 -0.093924 -0.068797 -0.050896 -0.034030 -0.023497 -0.014450 -0.007918
414;1745751699.311522;0.555497 0.398336 0.535093 0.322987 0.211459 0.178509 0.051205 0.052345 0.043537 0.028561 0.022614 0.019119 0.017554 0.016429 0.015475 0.383902 0.091814 1.214486 -0.146939 -0.323636 -0.166862 -0.198573 -0.132346 -0.097146 -0.072598 -0.046420 -0.035277 -0.022923 -0.014554 -0.007633
415;1745751699.493009;0.425304 0.575335 0.284955 0.326413 0.169526 0.119523 0.064481 0.049815 0.040752 0.030327 0.021471 0.019097 0.017338 0.016225 0.015806 -0.056680 0.143440 -0.295277 -0.250365 -0.166281 -0.217673 -0.183783 -0.118760 -0.091345 -0.072201 -0.047667 -0.033346 -0.023166 -0.015019 -0.007586
416;1745751699.675907;0.367643 1.313272 0.616631 0.323896 0.221146 0.123312 0.140443 0.068629 0.040775 0.025261 0.023424 0.019250 0.016222 0.015987 0.015543 0.117824 -0.305952 -0.149713 -0.269848 -0.207794 -0.154327 -0.120605 -0.132902 -0.097247 -0.071691 -0.048838 -0.035851 -0.022486 -0.014930 -0.007884
417;1745751699.868740;0.790207 0.213483 0.567882 0.250635 0.203288 0.134520 0.105311 0.068734 0.035742 0.030343 0.023948 0.018594 0.017106 0.016171 0.015428 -0.001838 -0.211573 0.036466 -0.229458 -0.280193 -0.223755 -0.173997 -0.122387 -0.104889 -0.074384 -0.046237 -0.034389 -0.022971 -0.014929 -0.007399
418;1745751700.067038;-0.427841 0.612086 0.427278 0.311555 0.178210 0.086885 0.127847 0.060267 0.059554 0.028062 0.022548 0.018678 0.017527 0.016804 0.015778 0.548749 -0.001775 0.039751 -0.347605 -0.222702 -0.198548 -0.133760 -0.119220 -0.081054 -0.067344 -0.044348 -0.034770 -0.023530 -0.013833 -0.007738
419;1745751700.272031;0.885842 0.251695 0.414146 0.480562 0.051427 0.154796 0.069507 0.060690 0.046604 0.029461 0.022642 0.018422 0.017017 0.016065 0.015211 0.605799 -0.034680 -0.070601 -0.058402 -0.376684 -0.167028 -0.152446 -0.128099 -0.095309 -0.070867 -0.051407 -0.034840 -0.023436 -0.014557 -0.008139
420;1745751700.493277;0.245126 0.663755 0.309342 0.419049 0.227365 0.097526 0.096307 0.058733 0.041309 0.029990 0.023367 0.019878 0.017145 0.015735 0.016005 0.347406 -0.151872 -0.020793 -0.153217 -0.185964 -0.183373 -0.148479 -0.128295 -0.094919 -0.073266 -0.047573 -0.032425 -0.022544 -0.014560 -0.007849
421;1745751700.680947;0.683961 0.631412 0.088538 0.360944 0.118353 0.108641 0.072843 0.060606 0.043293 0.021920 0.024645 0.018715 0.016415 0.016780 0.015506 0.036741 -0.745536 -0.697960 -0.196649 -0.253759 -0.186140 -0.163102 -0.131677 -0.083214 -0.066787 -0.049405 -0.034118 -0.023486 -0.014567 -0.007790
422;1745751700.861310;0.259418 0.874737 0.470936 0.311343 0.157296 0.139477 0.081939 0.040834 0.038224 0.032477 0.022500 0.019893 0.017782 0.016322 0.015248 0.270914 -0.403990 0.329271 -0.130493 -0.192522 -0.176006 -0.193891 -0.114229 -0.098859 -0.065611 -0.046114 -0.033779 -0.023136 -0.014607 -0.007412
423;1745751701.042306;0.504273 0.284608 0.489498 0.375675 0.293953 0.085125 0.075674 0.054480 0.041617 0.027849 0.022239 0.019314 0.016498 0.015881 0.015189 0.610385 -0.093354 0.027810 -0.589562 -0.353902 -0.181204 -0.142766 -0.119270 -0.102825 -0.069736 -0.049861 -0.034284 -0.022936 -0.014212 -0.007380
424;1745751701.221233;0.253102 0.486152 0.357164 0.240190 0.134575 0.141817 0.110157 0.057122 0.042869 0.028439 0.023475 0.020033 0.018253 0.016254 0.015524 -0.109691 -0.060414 -0.006302 -0.204230 -0.269452 -0.254234 -0.149815 -0.124212 -0.102400 -0.072944 -0.046216 -0.033284 -0.023470 -0.015060 -0.007905
